6-Nov-25,15:54:56,,,GROSS MARGIN BY SALESPERSON,,,,,,,,,,
12584,10/6/2025,MISC,6394,MARK REIS,93.46,214.92,-121.46,-129.96,,DEFAULT,MARK REIS,RUNNELS,IA,
,,MISC,,Product Totals,364.77,829.48,-464.71,-127.4,0,,,,,
,,,,,,,,,,,,,,
12187,12/12/2024,PYLON,2562,UPS CLAIMS PROCESSING,1832.82,1026.71,806.11,43.98,,7,CAT #73,TROUTVILLE,VA,
12404,5/7/2025,PYLON,4779,EAGLE SIGN CO.,0,765.88,-765.88,,,DEFAULT,EAGLE SIGN CO.,GRIMES,IA,
12569,9/23/2025,PYLON,2562,UPS CLAIMS PROCESSING,2354.5,1216.3,1138.2,48.34,,9,CAT SCALE #2144 - UPS CLAIM,STRATFORD,TX,
,,PYLON,,Product Totals,4187.32,3008.89,1178.43,28.14,0,,,,,
,,,,,,,,,,,,,,
12161,12/31/2024,REPFCE,2562,UPS CLAIMS PROCESSING,3735,2930.05,804.95,21.55,,6,CAT #904,FORT ERIE,ON,
,,REPFCE,,Product Totals,3735,2930.05,804.95,21.55,0,,,,,
,,,,,,,,,,,,,,
SC8229,12/31/2024,SRVCE,4779,EAGLE SIGN CO.,0,290.24,-290.24,,,DEFAULT,EAGLE SIGN CO.,GRIMES,IA,
SC8320,4/28/2025,SRVCE,6255,FLOWERAMA OF AMERICA INC,0,53.63,-53.63,,,1,FLOWERAMA #432,DES MOINES,IA,
SC8373,5/28/2025,SRVCE,77950,NAGLE SIGNS  INC.,140,125.13,14.87,10.62,,424,CLARKE COUNTY HOSPITAL,OSCEOLA,IA,
SC8395,9/10/2025,SRVCE,5253,TRUMAN'S PIZZA TAVERN,0,178.75,-178.75,,,DEFAULT,TRUMAN´S PIZZA TAVERN,DES MOINES,IA,
SC8422,8/4/2025,SRVCE,6372,MINT PIERCING,0,97.25,-97.25,,,1,MINT PIERCING(ANKENY),ANKENY,IA,
SC8457,9/22/2025,SRVCE,6382,ZHU AND CHEN ENTERPRISES LLC( RESIDENTIAL),0,228.66,-228.66,,,1,ZHU CHEN ENTERPRISES LLC( STRIP MALL),DES MOINES,IA,
SC8459,9/16/2025,SRVCE,77950,NAGLE SIGNS  INC.,210,453.81,-243.81,-116.1,,496,KWIK STAR # 1158 - NAGLE SIGNS,AMES,IA,
,,SRVCE,,Product Totals,350,1427.47,-1077.47,-307.85,0,,,,,
,,,,,,,,,,,,,,
12222,1/15/2025,VINYL,4779,EAGLE SIGN CO.,0,80.37,-80.37,,,DEFAULT,EAGLE SIGN CO.,GRIMES,IA,
12258,3/31/2025,VINYL,4779,EAGLE SIGN CO.,0,24.91,-24.91,,,DEFAULT,EAGLE SIGN CO.,GRIMES,IA,
12278,5/22/2025,VINYL,4779,EAGLE SIGN CO.,0,454.96,-454.96,,,DEFAULT,EAGLE SIGN CO.,GRIMES,IA,
,,VINYL,,Product Totals,0,560.24,-560.24,,0,,,,,
,,,,,,,,,,,,,,
SC8348,4/30/2025,WARMFG,6079,THE WALDINGER CORP.,0,362.63,-362.63,,,2,DES MOINES INTERNATIONAL AIRPORT-WALDINGER,DES MOINES,IA,
,,WARMFG,,Product Totals,0,362.63,-362.63,,0,,,,,
,,,,,,,,,,,,,,
,,,,Salesperson  Totals,9510.79,9792.02,-281.23,-2.96,0,,,,,
,,,,,,,,,,,,,,
12304,3/11/2025,BANNER,6337,CAMPBELL SUPPLY CO,296.69,142.96,153.73,51.82,,DEFAULT,Campbell Supply CO,Des Moines,IA,
,,BANNER,,Product Totals,296.69,142.96,153.73,51.82,0,,,,,
,,,,,,,,,,,,,,
12409,5/7/2025,MISC,2123,CHESNUT SIGNS,387,0,387,100,,DEFAULT,CHESNUT SIGNS,DES MOINES,IA,
,,MISC,,Product Totals,387,0,387,100,0,,,,,
,,,,,,,,,,,,,,
12326,3/24/2025,PLCUT,4095,JOHN BOYT INDUSTRIAL SEWING,258.11,115.01,143.1,55.44,,DEFAULT,John Boyt Industrial Sewing,Urbandale,IA,
,,PLCUT,,Product Totals,258.11,115.01,143.1,55.44,0,,,,,
,,,,,,,,,,,,,,
,,,,Salesperson BRADY Totals,941.8,257.97,683.83,72.61,0,,,,,
,,,,,,,,,,,,,,
12359,4/11/2025,01,2562,UPS CLAIMS PROCESSING,3859.74,1605.51,2254.23,58.4,,8,CAT #208 - UPS CLAIM,MADISON,GA,
SC8402,7/16/2025,01,77950,NAGLE SIGNS  INC.,813.85,1106.17,-292.32,-35.92,,501,FLEET FARM - NAGLE SIGNS,WAUKEE,IA,
,,01,,Product Totals,4673.59,2711.68,1961.91,41.98,0,,,,,
,,,,,,,,,,,,,,
12185,12/5/2024,ALUM,6313,COREY GIFFORD,144.76,131.6,13.16,9.09,,DEFAULT,COREY GIFFORD,BOONE,IA,
,,ALUM,,Product Totals,144.76,131.6,13.16,9.09,0,,,,,
,,,,,,,,,,,,,,
12025,12/16/2024,INSTL,77950,NAGLE SIGNS  INC.,0,973.22,-973.22,,,234,LOVE´S #411 - NAGLE SIGNS,DES MOINES,IA,
12025,12/16/2024,INSTL,77950,NAGLE SIGNS  INC.,2221.69,751.8,1469.89,66.16,,234,LOVE´S #411 - NAGLE SIGNS,DES MOINES,IA,
12312,3/26/2025,INSTL,77950,NAGLE SIGNS  INC.,315,396.64,-81.64,-25.92,,538,HOME STATE BANK NAGLE,POLK CITY,IA,
12457,8/18/2025,INSTL,77950,NAGLE SIGNS  INC.,227.5,196.63,30.87,13.57,,545,MENARDS-NAGLE,AMES,IA,
12457,8/18/2025,INSTL,77950,NAGLE SIGNS  INC.,385,387.09,-2.09,-0.54,,545,MENARDS-NAGLE,AMES,IA,
12493,8/4/2025,INSTL,77950,NAGLE SIGNS  INC.,326.98,294.13,32.85,10.05,,538,HOME STATE BANK NAGLE,POLK CITY,IA,
12512,8/25/2025,INSTL,77950,NAGLE SIGNS  INC.,140,140.76,-0.76,-0.54,,549,ALL STATES AG PARTS-NAGLE,DESOTO,IA,
,,INSTL,,Product Totals,3616.17,3140.27,475.9,13.16,0,,,,,
,,,,,,,,,,,,,,
12442,6/6/2025,LIFTS,69050,LOZIER HEATING & COOLING,125,61.49,63.51,50.81,,1,SARA PLUS-LOZIER,WEST DES MOINES,IA,
12490,7/29/2025,LIFTS,69050,LOZIER HEATING & COOLING,218.75,119.01,99.74,45.6,,4,SHERWOOD GLEN APARTMENTS - LOZIER,URBANDALE,IA,
,,LIFTS,,Product Totals,343.75,180.5,163.25,47.49,0,,,,,
,,,,,,,,,,,,,,
12202,12/18/2024,MISC,4693,BTI SPECIAL COMMODITIES  INC.,980,0,980,100,,DEFAULT,Cat Scale - Maverik,Victorville,CA,
12478,7/10/2025,MISC,77950,NAGLE SIGNS  INC.,91.57,73.26,18.31,20,,DEFAULT,"NAGLE SIGNS, INC.",Waterloo,IA,
12580,10/6/2025,MISC,42300,FAREWAY STORES  INC.,1032,453.6,578.4,56.05,,27,FAREWAY STORES INC,BOONE,IA,
,,MISC,,Product Totals,2103.57,526.86,1576.71,74.95,0,,,,,
,,,,,,,,,,,,,,
SC8168,11/8/2024,SRVCE,77950,NAGLE SIGNS  INC.,367.5,360.36,7.14,1.94,,536,SUBWAY- NAGLE,DENISON,IA,
SC8169,11/4/2024,SRVCE,77950,NAGLE SIGNS  INC.,247.9,242.19,5.71,2.3,,217,TOBACCO OUTLET - NAGLE SIGNS,DES MOINES,IA,
SC8193,11/19/2024,SRVCE,77950,NAGLE SIGNS  INC.,902.5,887.88,14.62,1.62,,55,MILLS FLEET FARM,ANKENY,IA,
SC8197,11/8/2024,SRVCE,77950,NAGLE SIGNS  INC.,70,51.48,18.52,26.46,,60,KUM & GO #59,WAUKEE,IA,
SC8201,11/19/2024,SRVCE,77950,NAGLE SIGNS  INC.,105,85.8,19.2,18.29,,467,KWIK STAR # 1189- NAGLE SIGNS,DE SOTO,IA,
SC8207,12/12/2024,SRVCE,77950,NAGLE SIGNS  INC.,338.68,275.57,63.11,18.63,7,462,CULVER´S,AMES,IA,
SC8208,11/30/2024,SRVCE,77950,NAGLE SIGNS  INC.,370.91,318.16,52.75,14.22,5,446,KWIK SPIRITS - NAGLE SIGNS,AMES,IA,
SC8213,11/27/2024,SRVCE,77950,NAGLE SIGNS  INC.,227.5,223.08,4.42,1.94,,515,KUM & GO - NAGLE,ALTOONA,IA,
SC8228,12/20/2024,SRVCE,77950,NAGLE SIGNS  INC.,171.75,162.68,9.07,5.28,,441,KWIK STAR # 1186- NAGLE SIGNS,ALTOONA,IA,
SC8242,1/11/2025,SRVCE,77950,NAGLE SIGNS  INC.,70,68.64,1.36,1.94,,453,TOBACCO OUTLET - NAGLE SIGNS,DES MOINES,IA,
SC8247,1/23/2025,SRVCE,77950,NAGLE SIGNS  INC.,253.73,228.26,25.47,10.04,,537,SKETCHERS (GALLERIA WEST) -NAGLES,WEST DES MOINES,IA,
SC8256,1/25/2025,SRVCE,77950,NAGLE SIGNS  INC.,157.5,154.44,3.06,1.94,,441,KWIK STAR # 1186- NAGLE SIGNS,ALTOONA,IA,
SC8257,1/28/2025,SRVCE,77950,NAGLE SIGNS  INC.,140,137.28,2.72,1.94,,441,KWIK STAR # 1186- NAGLE SIGNS,ALTOONA,IA,
SC8262,1/31/2025,SRVCE,77950,NAGLE SIGNS  INC.,105,102.96,2.04,1.94,,404,TOBACCO OUTLET-NAGLE SIGN,WEST DES MOINES,IA,
SC8298,3/13/2025,SRVCE,77950,NAGLE SIGNS  INC.,276.75,275.66,1.09,0.39,,441,KWIK STAR # 1186- NAGLE SIGNS,ALTOONA,IA,
SC8307,3/18/2025,SRVCE,77950,NAGLE SIGNS  INC.,157.5,160.88,-3.38,-2.15,,467,KWIK STAR # 1189- NAGLE SIGNS,DE SOTO,IA,
SC8326,4/3/2025,SRVCE,77950,NAGLE SIGNS  INC.,105,120.05,-15.05,-14.33,,539,KWIK STAR #1725-NAGLE,MITCHELLVILLE,IA,
SC8332,4/16/2025,SRVCE,77950,NAGLE SIGNS  INC.,297.5,303.88,-6.38,-2.14,,540,COMMUNITY 1ST CREDIT UNION-NAGLE,HARLAN,IA,
SC8339,4/10/2025,SRVCE,77950,NAGLE SIGNS  INC.,140,125.13,14.87,10.62,,441,KWIK STAR # 1186- NAGLE SIGNS,ALTOONA,IA,
SC8340,4/10/2025,SRVCE,77950,NAGLE SIGNS  INC.,140,125.13,14.87,10.62,,470,KWIK STAR #1180,PERRY,IA,
SC8345,4/18/2025,SRVCE,77950,NAGLE SIGNS  INC.,144.6,146.68,-2.08,-1.44,,539,KWIK STAR #1725-NAGLE,MITCHELLVILLE,IA,
SC8354,4/28/2025,SRVCE,77950,NAGLE SIGNS  INC.,297.5,286.01,11.49,3.86,,528,MCDONALDS-NAGLE SIGNS,WEBSTER CITY,IA,
SC8356,4/28/2025,SRVCE,77950,NAGLE SIGNS  INC.,315,321.75,-6.75,-2.14,,541,PERKINS-NAGLE,FORT DODGE,IA,
SC8358,5/4/2025,SRVCE,77950,NAGLE SIGNS  INC.,140,125.13,14.87,10.62,,436,KWIK STAR - NAGLE SIGNS,POLK CITY,IA,
SC8363,5/21/2025,SRVCE,77950,NAGLE SIGNS  INC.,515.65,517.6,-1.95,-0.38,,542,LOVES #704 - NAGLE SIGNS,PACIFIC JUNCTION,IA,
SC8369,5/28/2025,SRVCE,77950,NAGLE SIGNS  INC.,105,107.26,-2.26,-2.15,,63,KUM & GO # 66,WEST DES MOINES,IA,
SC8372,5/22/2025,SRVCE,77950,NAGLE SIGNS  INC.,71.47,72.34,-0.87,-1.22,,234,LOVE´S #411 - NAGLE SIGNS,DES MOINES,IA,
SC8377,5/28/2025,SRVCE,77950,NAGLE SIGNS  INC.,140,143,-3,-2.14,,543,GRAND RIVER MUTUAL NETWORKS-NAGLE,LEON,IA,
SC8388,6/11/2025,SRVCE,77950,NAGLE SIGNS  INC.,70,71.51,-1.51,-2.16,,465,TOBACCO OUTLET - NAGLE SIGNS,DES MOINES,IA,
SC8393,6/24/2025,SRVCE,77950,NAGLE SIGNS  INC.,787.5,804.38,-16.88,-2.14,,539,KWIK STAR #1725-NAGLE,MITCHELLVILLE,IA,
SC8394,6/20/2025,SRVCE,77950,NAGLE SIGNS  INC.,122.5,125.13,-2.63,-2.15,,441,KWIK STAR # 1186- NAGLE SIGNS,ALTOONA,IA,
SC8399,6/24/2025,SRVCE,77950,NAGLE SIGNS  INC.,429.18,392.99,36.19,8.43,,544,KWIK STAR # 1289 - NAGLE SIGNS,STUART,IA,
SC8402,7/16/2025,SRVCE,77950,NAGLE SIGNS  INC.,210,444.14,-234.14,-111.5,,501,FLEET FARM - NAGLE SIGNS,WAUKEE,IA,
SC8407,7/10/2025,SRVCE,77950,NAGLE SIGNS  INC.,140,177.63,-37.63,-26.88,,324,LOVE´S - NAGLE SIGNS,NEWTON,IA,
SC8417,7/24/2025,SRVCE,77950,NAGLE SIGNS  INC.,332.5,307.94,24.56,7.39,,546,XTREME MEDIACOM-NAGLE SIGNS,OTTUMWA,IA,
SC8419,7/24/2025,SRVCE,77950,NAGLE SIGNS  INC.,192.5,178.28,14.22,7.39,,496,KWIK STAR # 1158 - NAGLE SIGNS,AMES,IA,
SC8420,9/8/2025,SRVCE,77950,NAGLE SIGNS  INC.,1732.81,1645.77,87.04,5.02,,55,FLEET FARM,ANKENY,IA,
SC8420,9/8/2025,SRVCE,77950,NAGLE SIGNS  INC.,2675.12,2173.59,501.53,18.75,,55,FLEET FARM,ANKENY,IA,
SC8421,8/4/2025,SRVCE,77950,NAGLE SIGNS  INC.,157.5,145.87,11.63,7.38,,424,CLARKE COUNTY HOSPITAL,OSCEOLA,IA,
SC8424,7/31/2025,SRVCE,77950,NAGLE SIGNS  INC.,420,388.98,31.02,7.39,,547,MAVERIK 5069(KUM & GO)-NAGLE,ELLSWORTH,IA,
SC8426,8/5/2025,SRVCE,77950,NAGLE SIGNS  INC.,332.5,311.44,21.06,6.33,,496,KWIK STAR # 1158 - NAGLE SIGNS,AMES,IA,
SC8432,8/11/2025,SRVCE,77950,NAGLE SIGNS  INC.,294.25,272.01,22.24,7.56,,548,HOBBY LOBBY- NAGLE,MARSHALLTOWN,IA,
SC8436,9/4/2025,SRVCE,77950,NAGLE SIGNS  INC.,280,259.32,20.68,7.39,,453,TOBACCO OUTLET - NAGLE SIGNS,DES MOINES,IA,
SC8449,8/27/2025,SRVCE,77950,NAGLE SIGNS  INC.,245,230.4,14.6,5.96,,496,KWIK STAR # 1158 - NAGLE SIGNS,AMES,IA,
SC8458,9/5/2025,SRVCE,77950,NAGLE SIGNS  INC.,105,402.95,-297.95,-283.76,,217,TOBACCO OUTLET - NAGLE SIGNS,DES MOINES,IA,
SC8470,9/22/2025,SRVCE,77950,NAGLE SIGNS  INC.,122.5,113.45,9.05,7.39,,467,KWIK STAR # 1189- NAGLE SIGNS,DE SOTO,IA,
SC8482,10/6/2025,SRVCE,77950,NAGLE SIGNS  INC.,398.63,356.57,42.06,10.55,6,414,DAIRY QUEEN - NAGLE SIGNS,MARSHALLTOWN,IA,
SC8483,10/6/2025,SRVCE,77950,NAGLE SIGNS  INC.,105,64.83,40.17,38.26,,234,LOVE´S #411 - NAGLE SIGNS,DES MOINES,IA,
SC8486,10/8/2025,SRVCE,77950,NAGLE SIGNS  INC.,210,194.49,15.51,7.39,,496,KWIK STAR # 1158 - NAGLE SIGNS,AMES,IA,
SC8488,10/10/2025,SRVCE,77950,NAGLE SIGNS  INC.,193.24,155.06,38.18,19.76,,550,KWIK STAR #1703 -NAGLE SIGNS,JOHNSTON,IA,
SC8489,10/24/2025,SRVCE,77950,NAGLE SIGNS  INC.,315,309.19,5.81,1.84,,551,DOLLAR TREE/FAMILY DOLLAR COMBO-NAGLE,ALBIA,IA,
SC8490,10/17/2025,SRVCE,77950,NAGLE SIGNS  INC.,140,129.66,10.34,7.39,,441,KWIK STAR # 1186- NAGLE SIGNS,ALTOONA,IA,
SC8503,10/29/2025,SRVCE,77950,NAGLE SIGNS  INC.,175,162.08,12.92,7.38,,464,LINCOLN VALLEY GOLF COURSE - NAGLE SIGNS,STATE CENTER,IA,
,,SRVCE,,Product Totals,16559.67,15946.94,612.73,3.7,18,,,,,
,,,,,,,,,,,,,,
,,,,Salesperson HOUSE Totals,27441.51,22637.85,4803.66,17.51,18,,,,,
,,,,,,,,,,,,,,
12119,10/31/2025,01,28110,CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE,0,326.74,-326.74,,,DEFAULT,City of Des Moines/ Purchasing Division/ Department of Finance,Des Moines,IA,
12119,10/31/2025,01,28110,CITY OF DES MOINES/ DEPT. OF FINANCE. ACCOUNTS PAYABLE,0,104.19,-104.19,,,DEFAULT,City of Des Moines/ Purchasing Division/ Department of Finance,Des Moines,IA,
,,01,,Product Totals,0,430.93,-430.93,,0,,,,,
,,,,,,,,,,,,,,
12155,12/11/2024,ALUM,5325,WHO CHANNEL 13,1000,489.17,510.83,51.08,210.62,DEFAULT,WHO Channel 13,Des Moines,IA,
12190,1/9/2025,ALUM,6178,MEMBERS 1ST CREDIT UNION,520.38,182.23,338.15,64.98,,1,Members 1st Credit Union,Ames,IA,
12601,10/15/2025,ALUM,6398,EDDIE EDWARDS SIGNS  INC.,266.24,126.4,139.84,52.52,,DEFAULT,"Eddie Edwards Signs, Inc.",Mt. Crawford,VA,
,,ALUM,,Product Totals,1786.62,797.8,988.82,55.35,210.62,,,,,
,,,,,,,,,,,,,,
11993,11/4/2024,AWNING,6285,STORY CONSTRUCTION,1740.22,1630.66,109.56,6.3,,1,Kinzler Construction,Ankeny,IA,
11993,11/4/2024,AWNING,6285,STORY CONSTRUCTION,1859.99,721.88,1138.11,61.19,,1,Kinzler Construction,Ankeny,IA,
12313,5/4/2025,AWNING,3255,DIAMOND CO.,1018.67,398.59,620.08,60.87,,2,Beauty Brands ,Clive,IA,
12313,5/4/2025,AWNING,3255,DIAMOND CO.,1453.05,763.17,689.88,47.48,,2,Beauty Brands ,Clive,IA,
12313,5/4/2025,AWNING,3255,DIAMOND CO.,2852.62,1464.87,1387.75,48.65,,2,Beauty Brands ,Clive,IA,
12313,5/4/2025,AWNING,3255,DIAMOND CO.,967.06,218.85,748.21,77.37,,2,Beauty Brands ,Clive,IA,
12320,4/28/2025,AWNING,4815,PRAIRIE MEADOWS,6314.55,2398.86,3915.69,62.01,,DEFAULT,Prairie Meadows,Altoona,IA,
12466,9/24/2025,AWNING,6368,ARTWORKS STUDIO,8131.27,2471.94,5659.33,69.6,175,DEFAULT,Artworks Studio,Carroll,IA,
,,AWNING,,Product Totals,24337.43,10068.82,14268.61,58.63,175,,,,,
,,,,,,,,,,,,,,
12257,2/5/2025,BANNER,5189,THE CONCRETE COMPANY,972.74,1051.98,-79.24,-8.15,,DEFAULT,The Concrete Company,Grimes,IA,
12257,2/5/2025,BANNER,5189,THE CONCRETE COMPANY,972.74,604.81,367.93,37.82,,DEFAULT,The Concrete Company,Grimes,IA,
12257,2/5/2025,BANNER,5189,THE CONCRETE COMPANY,972.74,558,414.74,42.64,,DEFAULT,The Concrete Company,Grimes,IA,
12260,2/5/2025,BANNER,5189,THE CONCRETE COMPANY,307.78,66,241.78,78.56,,DEFAULT,The Concrete Company,Grimes,IA,
12357,4/16/2025,BANNER,6351,WATERFORD ELEMENTARY,138.31,36.5,101.81,73.61,,DEFAULT,Waterford Elementary,Urbandale,IA,
12474,7/10/2025,BANNER,5872,CHARLIE RHINEHART,269.9,73,196.9,72.95,,DEFAULT,Charlie Rhinehart,Dallas Center,IA,
12533,9/8/2025,BANNER,5300,AMERICAN STATE BANK,556.22,202.56,353.66,63.58,,DEFAULT,AMERICAN STATE BANK,Osceola,IA,
12534,9/8/2025,BANNER,6380,AMERICAN STATE BANK,455.92,108.34,347.58,76.24,,DEFAULT,American State Bank,Winterset,IA,
12536,9/8/2025,BANNER,5270,AMERICAN STATE BANK,228.81,73.27,155.54,67.98,,DEFAULT,American State Bank,Lamoni,IA,
12537,9/8/2025,BANNER,5300,AMERICAN STATE BANK,228.81,73.27,155.54,67.98,,2,American State Bank,Osceola,IA,
12542,9/23/2025,BANNER,6360,PALLY'S PIZZA,437.77,464.39,-26.62,-6.08,50,DEFAULT,Pally´s Pizza,Grimes,IA,
12554,9/23/2025,BANNER,6387,INTEGRATED PSYCHIATRY,444.27,319.29,124.98,28.13,,DEFAULT,Integrated Psychiatry,Clive,IA,
,,BANNER,,Product Totals,5986.01,3631.41,2354.6,39.34,50,,,,,
,,,,,,,,,,,,,,
12079,3/6/2025,BLDG,6294,NEBRASKA FURNITURE MART,5162.03,6273.86,-1111.83,-21.54,,DEFAULT,Nebraska Furniture Mart,Clive,IA,
12079,3/6/2025,BLDG,6294,NEBRASKA FURNITURE MART,9960.1,5157.91,4802.19,48.21,,DEFAULT,Nebraska Furniture Mart,Clive,IA,
12091,12/3/2024,BLDG,6296,HEARTLAND CO-OP,7173.23,4353.03,2820.2,39.32,,DEFAULT,Heartland Co-Op,Clive,IA,
12101,10/29/2025,BLDG,6298,TEAM DENOVO,78061.25,34304.87,43756.38,56.05,1293.02,1,Valley Church,West Des Moines,IA,
12124-2,1/20/2025,BLDG,51400,THE MUTUAL GROUP,5249.2,2401.79,2847.41,54.24,,DEFAULT,The Mutual Group,West Des Moines,IA,
12124-2,1/20/2025,BLDG,51400,THE MUTUAL GROUP,1583.58,1450.46,133.12,8.41,,DEFAULT,The Mutual Group,West Des Moines,IA,
12180,2/26/2025,BLDG,2209,HUBBELL REALTY,4614.53,2457.58,2156.95,46.74,,36,Edencrest At Adel - Hubbell Realty,Adel,IA,
12190,1/9/2025,BLDG,6178,MEMBERS 1ST CREDIT UNION,2024.37,960.05,1064.32,52.58,240.65,1,Members 1st Credit Union,Ames,IA,
12192,3/31/2025,BLDG,6316,BEISSER LUMBER COMPANY,4984.7,1910.79,3073.91,61.67,,DEFAULT,Beisser Lumber Company,Johnston,IA,
12192,3/31/2025,BLDG,6316,BEISSER LUMBER COMPANY,6049.65,2517.97,3531.68,58.38,,DEFAULT,Beisser Lumber Company,Johnston,IA,
12192,3/31/2025,BLDG,6316,BEISSER LUMBER COMPANY,4251.9,2704.44,1547.46,36.39,,DEFAULT,Beisser Lumber Company,Johnston,IA,
12209,12/31/2024,BLDG,5988,PERFORMANCE CONTRACTING INC.,626.61,331.59,295.02,47.08,,DEFAULT,Performance Contracting Inc.,Grimes,IA,
12214,1/31/2025,BLDG,6320,THE ADVOCATES INJURY ATTORNEYS,3358.07,1878.21,1479.86,44.07,271,DEFAULT,The Advocates Injury Attorneys,Des Moines,IA,
12214,1/31/2025,BLDG,6320,THE ADVOCATES INJURY ATTORNEYS,1809.31,929.51,879.8,48.63,,DEFAULT,The Advocates Injury Attorneys,Des Moines,IA,
12279,5/22/2025,BLDG,5271,ANKENY FREE CHURCH,3711.91,2101.76,1610.15,43.38,,DEFAULT,Ankeny Free Church,Ankeny,IA,
12279,5/22/2025,BLDG,5271,ANKENY FREE CHURCH,4658.98,2712.5,1946.48,41.78,,DEFAULT,Ankeny Free Church,Ankeny,IA,
12328,3/24/2025,BLDG,3582,EVERBRITE LLC,265.05,120.75,144.3,54.44,,26,Domino´s - Everbrite,Indianola,IA,
12354,4/9/2025,BLDG,2395,ARCHITECTURAL GRAPHICS  INC.,1037.05,137.1,899.95,86.78,,8,Lennox Industries - PartsPlus,Urbandale,IA,
12355,4/21/2025,BLDG,6349,SAFE SECURED STORED,1242.03,502.26,739.77,59.56,200,1,Altoona RV & Boat Storage,Altoona,IA,
12427,6/27/2025,BLDG,6358,PETERS SERVICE CENTER,5077.66,3312.45,1765.21,34.76,215,DEFAULT,Peters Service Center,Perry,IA,
12583,10/10/2025,BLDG,6393,AMERICAN FENCE COMPANY,3260.28,2363.75,896.53,27.5,267.16,DEFAULT,American Fence Company,Des Moines,IA,
12595,10/21/2025,BLDG,6389,ANKENY FREE CHURCH OFFICE,2122.6,609.69,1512.91,71.28,,DEFAULT,Ankeny Free Church Office,Ankeny,IA,
,,BLDG,,Product Totals,156284.09,79492.32,76791.77,49.14,2486.83,,,,,
,,,,,,,,,,,,,,
12093,11/19/2024,CASTMT,6178,MEMBERS 1ST CREDIT UNION,2427.31,1068.16,1359.15,55.99,,4,Members 1st Credit Union,Boone,IA,
12169,1/22/2025,CASTMT,4035,IOWA DEPARTMENT OF TRANSPORTATION ADMINISTRATION BUILDING,11028.46,5045.4,5983.06,54.25,,DEFAULT,IOWA DEPARTMENT OF TRANSPORTATION ADMINISTRATION BUILDING,AMES,IA,
12450,7/30/2025,CASTMT,6242,WOODRUFF CONSTRUCTION  LLC,4946.7,1831.07,3115.63,62.98,,2,RACCOON VALLEY BANK,ADEL,IA,
12450,7/30/2025,CASTMT,6242,WOODRUFF CONSTRUCTION  LLC,4946.7,1830.83,3115.87,62.99,,2,RACCOON VALLEY BANK,ADEL,IA,
12496,8/18/2025,CASTMT,2209,HUBBELL REALTY,913.72,736.51,177.21,19.39,,37,Brookridge Plaza - Hubbell Realty,Grimes,IA,
12496,8/18/2025,CASTMT,2209,HUBBELL REALTY,913.72,63.74,849.98,93.02,,37,Brookridge Plaza - Hubbell Realty,Grimes,IA,
12496,8/18/2025,CASTMT,2209,HUBBELL REALTY,1460.74,100.32,1360.42,93.13,,37,Brookridge Plaza - Hubbell Realty,Grimes,IA,
12513,9/25/2025,CASTMT,2460,DOWNING INC.,5012.69,1920.41,3092.28,61.69,,32,Duggan Bertsch - Downing Construction,West Des Moines,IA,
12514,8/27/2025,CASTMT,2460,DOWNING INC.,3455.51,1138.42,2317.09,67.05,,31,Galloway Holdings LLC - Downing Construction,West Des Moines,IA,
