"06 NOV 2025","16:24:25","","","GROSS MARGIN BY SALESPERSON",
"","","","","PERIOD: 11/01/22 through 10/31/23",

"Invoice No","Inv Date","Prod Code","Cust No","Customer Name","Gross Sales","Total Cost","Gross Margin","GM %","Extra Charge","Salesperson #1","Comm Rate #1","Salesperson #2","Comm Rate #2","Salesperson #3","Comm Rate #3","Location No","Location Name","City","State",
"","","","","Salesperson  Totals","1104.89","1784.39","-679.50","-61.50","-165.32","",

"10841","02/17/23","CHANNL","77950","NAGLE SIGNS  INC.","21542.58","12308.10","9234.48","42.87","","HOUSE","","","","","","403","LAKESIDE CASINO - NAGLE SIGNS","OSCEOLA","IA",
"10841","02/17/23","CHANNL","77950","NAGLE SIGNS  INC.","21527.82","8650.10","12877.72","59.82","","HOUSE","","","","","","403","LAKESIDE CASINO - NAGLE SIGNS","OSCEOLA","IA",
"","","CHANNL","","Product Totals","43070.40","20958.20","22112.20","51.34","0.00","HOUSE",

"11433","10/20/23","INSTL","77950","NAGLE SIGNS  INC.","332.50","326.04","6.46","1.94","","HOUSE","","","","","","491","HERMANSON ORTHODONTICS","IOWA FALLS","IA",
"11434","08/28/23","INSTL","77950","NAGLE SIGNS  INC.","175.00","128.70","46.30","26.46","","HOUSE","","","","","","270","CROWNER TIRE- NAGLE SIGNS","AMES","IA",
"SC7440","02/20/23","INSTL","77950","NAGLE SIGNS  INC.","0.00","0.00","0.00","","","HOUSE","","","","","","451","MARSHALLTOWN COMMUNITY SCHOOLS - NAGLE SIGNS","MARSHALLTOWN","IA",
"","","INSTL","","Product Totals","507.50","454.74","52.76","10.40","0.00","HOUSE",

"10960-1","04/06/23","MISC","77950","NAGLE SIGNS  INC.","1084.60","1773.82","-689.22","-63.55","","HOUSE","","","","","","437","IOWA VALLEY COMMUNITY COLLEGE CAMPUS - NAGLE SGINS","MARSHALLTOWN","IA",
"10966-1","02/03/23","MISC","4779","EAGLE SIGN CO.","0.00","1631.91","-1631.91","","","HOUSE","","","","","","DEFAULT","EAGLE SIGN CO.","GRIMES","IA",
"10966-1","02/03/23","MISC","4779","EAGLE SIGN CO.","0.00","642.49","-642.49","","","HOUSE","","","","","","DEFAULT","EAGLE SIGN CO.","GRIMES","IA",
"11055","12/31/22","MISC","77950","NAGLE SIGNS  INC.","41.86","28.06","13.80","32.97","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"11186","03/27/23","MISC","5943","MATT ZELIADT","65.19","65.19","0.00","0.00","","HOUSE","","","","","","DEFAULT","MATT ZELIADT","DES MOINES","IA",
"11198","03/31/23","MISC","6095","ACCURATE ELECTRIC","208.80","103.52","105.28","50.42","","HOUSE","","","","","","DEFAULT","ACCURATE ELECTRIC","GRIMES","IA",
"11242","05/04/23","MISC","6108","CHESTNUT SIGNS","185.40","47.10","138.30","74.60","","HOUSE","","","","","","DEFAULT","CHESTNUT SIGNS","DES MOINES","IA",
"11262","05/10/23","MISC","77950","NAGLE SIGNS  INC.","17.82","11.88","5.94","33.33","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"11272","05/12/23","MISC","6109","REIS SIGN SERVICE","129.22","66.59","62.63","48.47","","HOUSE","","","","","","DEFAULT","REIS SIGN SERVICE","WINTERSET","IA",
"11278","06/22/23","MISC","77950","NAGLE SIGNS  INC.","797.45","661.96","135.49","16.99","","HOUSE","","","","","","307","LENNOX MFG. INC. - NAGLE SIGNS","MARSHALLTOWN","IA",
"11278","06/22/23","MISC","77950","NAGLE SIGNS  INC.","297.13","222.29","74.84","25.19","","HOUSE","","","","","","307","LENNOX MFG. INC. - NAGLE SIGNS","MARSHALLTOWN","IA",
"11278","06/22/23","MISC","77950","NAGLE SIGNS  INC.","463.51","286.21","177.30","38.25","","HOUSE","","","","","","307","LENNOX MFG. INC. - NAGLE SIGNS","MARSHALLTOWN","IA",
"11285","06/16/23","MISC","77950","NAGLE SIGNS  INC.","2910.00","2186.80","723.20","24.85","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"11314","08/31/23","MISC","77950","NAGLE SIGNS  INC.","577.50","659.61","-82.11","-14.22","","HOUSE","","","","","","477","FIRST METHODIST CHURCH- NAGLE SIGNS","MARSHALLTOWN","IA",
"11314","08/31/23","MISC","77950","NAGLE SIGNS  INC.","70.00","0.00","70.00","100.00","","HOUSE","","","","","","477","FIRST METHODIST CHURCH- NAGLE SIGNS","MARSHALLTOWN","IA",
"11314","08/31/23","MISC","77950","NAGLE SIGNS  INC.","1181.73","1080.10","101.63","8.60","","HOUSE","","","","","","477","FIRST METHODIST CHURCH- NAGLE SIGNS","MARSHALLTOWN","IA",
"11314","08/31/23","MISC","77950","NAGLE SIGNS  INC.","0.00","0.00","0.00","","","HOUSE","","","","","","477","FIRST METHODIST CHURCH- NAGLE SIGNS","MARSHALLTOWN","IA",
"11314","08/31/23","MISC","77950","NAGLE SIGNS  INC.","70.00","0.00","70.00","100.00","","HOUSE","","","","","","477","FIRST METHODIST CHURCH- NAGLE SIGNS","MARSHALLTOWN","IA",
"11400","08/10/23","MISC","77950","NAGLE SIGNS  INC.","77.11","61.69","15.42","20.00","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"11408","08/10/23","MISC","77950","NAGLE SIGNS  INC.","234.49","183.57","50.92","21.72","","HOUSE","","","","","","272","TACO JOHN´S - NAGLE SIGNS","DES MOINES","IA",
"11421","08/15/23","MISC","77950","NAGLE SIGNS  INC.","350.00","293.47","56.53","16.15","","HOUSE","","","","","","209","FARMERS STATE BANK- NAGLE SIGNS","WEST DES MOINES","IA",
"11430","08/18/23","MISC","77950","NAGLE SIGNS  INC.","92.11","72.56","19.55","21.22","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"11438","08/31/23","MISC","77950","NAGLE SIGNS  INC.","273.30","234.69","38.61","14.13","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"11440","10/24/23","MISC","77950","NAGLE SIGNS  INC.","4201.37","3329.35","872.02","20.76","","HOUSE","","","","","","492","PRINCETON SCHOOL DISTRICT","PRINCETON","MO",
"11440","10/24/23","MISC","77950","NAGLE SIGNS  INC.","1834.45","1465.20","369.25","20.13","","HOUSE","","","","","","492","PRINCETON SCHOOL DISTRICT","PRINCETON","MO",
"11478","09/19/23","MISC","77950","NAGLE SIGNS  INC.","60.00","45.36","14.64","24.40","85.00","HOUSE","","","","","","476","INLAND TRUCK PARTS & SERVICE","DES MOINES","IA",
"9509","12/05/22","MISC","77950","NAGLE SIGNS  INC.","0.00","191.29","-191.29","","","HOUSE","","","","","","215","PANCHEROS MEXICAN GRILL - NAGLE SIGNS","ALTOONA","IA",
"9509","12/05/22","MISC","77950","NAGLE SIGNS  INC.","2340.24","1858.13","482.11","20.60","","HOUSE","","","","","","215","PANCHEROS MEXICAN GRILL - NAGLE SIGNS","ALTOONA","IA",
"SC7395","01/31/23","MISC","77950","NAGLE SIGNS  INC.","0.00","0.00","0.00","","","HOUSE","","","","","","444","FIVE STAR REAL ESTATE","MARSHALLTOWN","IA",
"SC7472","02/03/23","MISC","77950","NAGLE SIGNS  INC.","122.50","112.63","9.87","8.06","","HOUSE","","","","","","455","CLEMONS / GREGG YOUNG - NAGLE","MARSHALLTOWN","IA",
"SC7632-2","06/23/23","MISC","77950","NAGLE SIGNS  INC.","157.50","143.45","14.05","8.92","","HOUSE","","","","","","473","IOWA WORKFORCE DEVELOPMENT CENTER- NAGLE SIGNS","MARSHALLTOWN","IA",
"SC7660","06/21/23","MISC","77950","NAGLE SIGNS  INC.","175.00","160.88","14.12","8.07","","HOUSE","","","","","","478","NUCARA PHARMACY","MARSHALLTOWN","IA",
"SC7673","08/09/23","MISC","77950","NAGLE SIGNS  INC.","140.00","0.00","140.00","100.00","","HOUSE","","","","","","480","MIDLAND PRAIRIE VETERINARY SERVICES- NAGLE SIGNS","HUXLEY","IA",
"","","MISC","","Product Totals","18158.28","17619.80","538.48","2.97","85.00","HOUSE",

"11422","10/09/23","NEON","77950","NAGLE SIGNS  INC.","1190.30","1040.34","149.96","12.60","","HOUSE","","","","","","488","WILLARD´S FURS & FASHIONS - NAGLE","MARSHALLTOWN","IA",
"","","NEON","","Product Totals","1190.30","1040.34","149.96","12.60","0.00","HOUSE",

"11199","04/06/23","PLCUT","4547","DANA GREFE","70.00","119.11","-49.11","-70.16","","HOUSE","","","","","","DEFAULT","DANA GREFE","WOODWARD","IA",
"","","PLCUT","","Product Totals","70.00","119.11","-49.11","-70.16","0.00","HOUSE",

"11507","10/12/23","PRMT","77950","NAGLE SIGNS  INC.","105.00","81.32","23.68","22.55","75.00","HOUSE","","","","","","500","SUBWAY - NAGLE","CLIVE","IA",
"","","PRMT","","Product Totals","105.00","81.32","23.68","22.55","75.00","HOUSE",

"9509","12/05/22","REPFCE","77950","NAGLE SIGNS  INC.","0.00","148.10","-148.10","","","HOUSE","","","","","","215","PANCHEROS MEXICAN GRILL - NAGLE SIGNS","ALTOONA","IA",
"","","REPFCE","","Product Totals","0.00","148.10","-148.10","","0.00","HOUSE",

"SC7365","11/04/22","SRVCE","77950","NAGLE SIGNS  INC.","128.94","112.49","16.45","12.76","4.00","HOUSE","","","","","","440","FIRST INTERSTATE BANK - NAGLE SIGNS","MARSHALLTOWN","IA",
"SC7368","01/12/23","SRVCE","77950","NAGLE SIGNS  INC.","354.55","325.42","29.13","8.22","","HOUSE","","","","","","323","BEMOBILE","MARSHALLTOWN","IA",
"SC7369","11/18/22","SRVCE","77950","NAGLE SIGNS  INC.","175.00","160.91","14.09","8.05","","HOUSE","","","","","","441","KWIK STAR # 1186- NAGLE SIGNS","ALTOONA","IA",
"SC7369","11/18/22","SRVCE","77950","NAGLE SIGNS  INC.","280.00","257.44","22.56","8.06","","HOUSE","","","","","","441","KWIK STAR # 1186- NAGLE SIGNS","ALTOONA","IA",
"SC7374","11/10/22","SRVCE","77950","NAGLE SIGNS  INC.","87.50","80.45","7.05","8.06","","HOUSE","","","","","","177","KUM & GO - NAGLE SIGNS","JOHNSTON","IA",
"SC7378","12/05/22","SRVCE","77950","NAGLE SIGNS  INC.","70.00","64.35","5.65","8.07","","HOUSE","","","","","","60","KUM & GO #59","WAUKEE","IA",
"SC7379","12/05/22","SRVCE","77950","NAGLE SIGNS  INC.","984.27","814.58","169.69","17.24","","HOUSE","","","","","","55","MILLS FLEET FARM","ANKENY","IA",
"SC7380","12/05/22","SRVCE","77950","NAGLE SIGNS  INC.","195.53","175.23","20.30","10.38","","HOUSE","","","","","","442","HOLIDAY INN EXPRESS - NAGLE SIGNS","MARSHALLTOWN","IA",
"SC7381","11/15/22","SRVCE","77950","NAGLE SIGNS  INC.","0.00","0.00","0.00","","","HOUSE","","","","","","443","TERRA PARK - NAGLE SIGNS","JOHNSTON","IA",
"SC7385","01/09/23","SRVCE","77950","NAGLE SIGNS  INC.","175.00","160.90","14.10","8.06","","HOUSE","","","","","","94","KUM & GO # 4098","WINDSOR HEIGHTS","IA",
"SC7390","11/16/22","SRVCE","77950","NAGLE SIGNS  INC.","140.00","128.71","11.29","8.06","","HOUSE","","","","","","155","KUM & GO - NAGLE SIGNS","ANKENY","IA",
"SC7395","01/31/23","SRVCE","77950","NAGLE SIGNS  INC.","343.86","314.77","29.09","8.46","","HOUSE","","","","","","444","FIVE STAR REAL ESTATE","MARSHALLTOWN","IA",
"SC7402","01/27/23","SRVCE","77950","NAGLE SIGNS  INC.","122.50","112.63","9.87","8.06","","HOUSE","","","","","","445","PIEPER INSURANCE - NAGLE SIGNS","TAMA","IA",
"SC7408","12/05/22","SRVCE","77950","NAGLE SIGNS  INC.","192.50","176.98","15.52","8.06","","HOUSE","","","","","","155","KUM & GO - NAGLE SIGNS","ANKENY","IA",
"SC7410","12/05/22","SRVCE","77950","NAGLE SIGNS  INC.","140.00","128.70","11.30","8.07","","HOUSE","","","","","","389","ARBY´S - NAGLE SIGNS","MARSHALLTOWN","IA",
"SC7411","12/09/22","SRVCE","77950","NAGLE SIGNS  INC.","245.00","226.32","18.68","7.62","","HOUSE","","","","","","11","KUM N GO","DES MOINES","IA",
"SC7415","12/06/22","SRVCE","77950","NAGLE SIGNS  INC.","163.80","135.73","28.07","17.14","10.00","HOUSE","","","","","","446","KWIK SPIRITS - NAGLE SIGNS","AMES","IA",
"SC7419","01/25/23","SRVCE","77950","NAGLE SIGNS  INC.","226.97","199.96","27.01","11.90","5.00","HOUSE","","","","","","333","MCDONALD'S- NAGLE SIGNS","AMES","IA",
"SC7424","12/09/22","SRVCE","77950","NAGLE SIGNS  INC.","35.00","32.18","2.82","8.06","","HOUSE","","","","","","63","KUM & GO # 66","WEST DES MOINES","IA",
"SC7427","01/11/23","SRVCE","77950","NAGLE SIGNS  INC.","122.50","112.63","9.87","8.06","","HOUSE","","","","","","448","KWIK STAR-KWIK SPIRITS - NAGLE SIGNS","FT. DODGE","IA",
"SC7438","01/10/23","SRVCE","77950","NAGLE SIGNS  INC.","143.03","126.95","16.08","11.24","","HOUSE","","","","","","449","MC FARLAND URGENT CARE - NAGLE SIGN","CARROLL","IA",
"SC7440","02/20/23","SRVCE","77950","NAGLE SIGNS  INC.","262.50","241.33","21.17","8.06","","HOUSE","","","","","","451","MARSHALLTOWN COMMUNITY SCHOOLS - NAGLE SIGNS","MARSHALLTOWN","IA",
"SC7442","01/27/23","SRVCE","77950","NAGLE SIGNS  INC.","245.00","225.23","19.77","8.07","","HOUSE","","","","","","325","GLADBROOK THEATER","GLADBROOK","IA",
"SC7444","12/31/22","SRVCE","77950","NAGLE SIGNS  INC.","175.00","160.88","14.12","8.07","","HOUSE","","","","","","452","LION´S CLUB- NAGLE SIGNS","KELLOGG","IA",
"SC7445","01/25/23","SRVCE","77950","NAGLE SIGNS  INC.","577.77","475.84","101.93","17.64","8.00","HOUSE","","","","","","453","TOBACCO OUTLET - NAGLE SIGNS","DES MOINES","IA",
"SC7446","03/15/23","SRVCE","77950","NAGLE SIGNS  INC.","666.66","736.97","-70.31","-10.55","","HOUSE","","","","","","187","TACO JOHN´S - NAGLE SIGNS","ALTOONA","IA",
"SC7446","03/15/23","SRVCE","77950","NAGLE SIGNS  INC.","0.00","0.00","0.00","","","HOUSE","","","","","","187","TACO JOHN´S - NAGLE SIGNS","ALTOONA","IA",
"SC7447","02/28/23","SRVCE","77950","NAGLE SIGNS  INC.","805.00","740.09","64.91","8.06","","HOUSE","","","","","","454","LOVE´S - NAGLE SIGNS","ELLSWORTH","IA",
"SC7454","01/07/23","SRVCE","77950","NAGLE SIGNS  INC.","87.50","80.45","7.05","8.06","","HOUSE","","","","","","390","TOMMY´S CAR WASH - NAGLE SIGNS","GRIMES","IA",
"SC7456","01/18/23","SRVCE","77950","NAGLE SIGNS  INC.","390.19","329.22","60.97","15.63","4.00","HOUSE","","","","","","446","KWIK SPIRITS - NAGLE SIGNS","AMES","IA",
"SC7462","01/07/23","SRVCE","77950","NAGLE SIGNS  INC.","105.00","96.53","8.47","8.07","","HOUSE","","","","","","113","KUM & GO - NAGLE SIGNS","NORWALK","IA",
"SC7463","02/15/23","SRVCE","77950","NAGLE SIGNS  INC.","402.50","370.03","32.47","8.07","","HOUSE","","","","","","102","KUM & GO- NAGLE SIGNS","LAMONI","IA",
"SC7467","01/11/23","SRVCE","77950","NAGLE SIGNS  INC.","0.00","48.28","-48.28","","","HOUSE","","","","","","145","KUM & GO - NAGLE SIGNS","BEVINGTON","IA",
"SC7468","01/31/23","SRVCE","77950","NAGLE SIGNS  INC.","70.00","128.70","-58.70","-83.86","","HOUSE","","","","","","403","LAKESIDE CASINO - NAGLE SIGNS","OSCEOLA","IA",
"SC7470","01/10/23","SRVCE","77950","NAGLE SIGNS  INC.","87.50","80.45","7.05","8.06","","HOUSE","","","","","","208","CABIN COFFEE- NAGLE SIGNS","AMES","IA",
"SC7472","02/03/23","SRVCE","77950","NAGLE SIGNS  INC.","122.50","112.60","9.90","8.08","","HOUSE","","","","","","455","CLEMONS / GREGG YOUNG - NAGLE","MARSHALLTOWN","IA",
"SC7473","01/31/23","SRVCE","77950","NAGLE SIGNS  INC.","350.00","321.78","28.22","8.06","","HOUSE","","","","","","456","RHODES FIRE & EMS- NAGLE SIGNS","RHODES","IA",
"SC7474","01/19/23","SRVCE","77950","NAGLE SIGNS  INC.","178.03","159.12","18.91","10.62","","HOUSE","","","","","","416","VERIZON - NAGLE SIGNS","MARSHALLTOWN","IA",
"SC7475","01/30/23","SRVCE","77950","NAGLE SIGNS  INC.","227.50","209.16","18.34","8.06","","HOUSE","","","","","","306","MC GREGORS FURNITURE - NAGLE SIGNS","MARSHALLTOWN","IA",
"SC7479","01/23/23","SRVCE","77950","NAGLE SIGNS  INC.","157.50","144.80","12.70","8.06","","HOUSE","","","","","","71","KUM & GO #92","ANKENY","IA",
"SC7482","01/23/23","SRVCE","77950","NAGLE SIGNS  INC.","52.50","48.28","4.22","8.04","","HOUSE","","","","","","124","KUM & GO - NALGE SIGNS","DES MOINES","IA",
"SC7485","01/27/23","SRVCE","77950","NAGLE SIGNS  INC.","70.00","64.38","5.62","8.03","","HOUSE","","","","","","114","KUM & GO - NAGLE SIGNS","CLIVE","IA",
"SC7488","01/27/23","SRVCE","77950","NAGLE SIGNS  INC.","70.00","64.35","5.65","8.07","","HOUSE","","","","","","460","KUM & GO # 1074","WEST DES MOINES","IA",
"SC7489","02/06/23","SRVCE","77950","NAGLE SIGNS  INC.","367.50","337.88","29.62","8.06","","HOUSE","","","","","","352","KWIK STAR - NAGLE SIGNS","DES MOINES","IA",
"SC7492","02/07/23","SRVCE","77950","NAGLE SIGNS  INC.","245.00","225.23","19.77","8.07","","HOUSE","","","","","","462","CULVER´S","AMES","IA",
"SC7493","01/31/23","SRVCE","77950","NAGLE SIGNS  INC.","70.00","32.18","37.82","54.03","","HOUSE","","","","","","344","KUM & GO - NAGLE SIGNS","STORY CITY","IA",
"SC7496","02/10/23","SRVCE","77950","NAGLE SIGNS  INC.","157.50","144.81","12.69","8.06","","HOUSE","","","","","","82","KUM & GO # 536","DES MOINES","IA",
"SC7499","02/10/23","SRVCE","77950","NAGLE SIGNS  INC.","255.22","207.07","48.15","18.87","2.00","HOUSE","","","","","","218","KUM & GO # 222","GRINNELL","IA",
"SC7500","03/14/23","SRVCE","77950","NAGLE SIGNS  INC.","1428.05","1207.62","220.43","15.44","4.00","HOUSE","","","","","","281","HY-VEE - NAGLE","NEWTON","IA",
"SC7506","03/15/23","SRVCE","77950","NAGLE SIGNS  INC.","176.72","153.18","23.54","13.32","8.00","HOUSE","","","","","","463","MARSHALLTOWN CHRISTIAN SCHOOL","MARSHALLTOWN","IA",
"SC7508","02/22/23","SRVCE","77950","NAGLE SIGNS  INC.","140.00","128.73","11.27","8.05","","HOUSE","","","","","","460","KUM & GO # 1074","WEST DES MOINES","IA",
"SC7519","03/14/23","SRVCE","77950","NAGLE SIGNS  INC.","319.63","318.68","0.95","0.30","","HOUSE","","","","","","404","TOBACCO OUTLET-NAGLE SIGN","WEST DES MOINES","IA",
"SC7524","03/15/23","SRVCE","77950","NAGLE SIGNS  INC.","105.00","96.53","8.47","8.07","","HOUSE","","","","","","439","CITIZENS SAVINGS BANK - NAGLE SIGNS","GILMAN","IA",
"SC7525","03/16/23","SRVCE","77950","NAGLE SIGNS  INC.","227.50","209.15","18.35","8.07","","HOUSE","","","","","","102","KUM & GO- NAGLE SIGNS","LAMONI","IA",
"SC7529","03/10/23","SRVCE","77950","NAGLE SIGNS  INC.","105.00","96.53","8.47","8.07","","HOUSE","","","","","","464","LINCOLN VALLEY GOLF COURSE - NAGLE SIGNS","STATE CENTER","IA",
"SC7538","03/23/23","SRVCE","77950","NAGLE SIGNS  INC.","245.00","225.27","19.73","8.05","","HOUSE","","","","","","465","TOBACCO OUTLET - NAGLE SIGNS","DES MOINES","IA",
"SC7544","05/09/23","SRVCE","77950","NAGLE SIGNS  INC.","105.00","96.53","8.47","8.07","","HOUSE","","","","","","325","GLADBROOK THEATER","GLADBROOK","IA",
"SC7548","03/29/23","SRVCE","77950","NAGLE SIGNS  INC.","70.00","64.35","5.65","8.07","","HOUSE","","","","","","177","KUM & GO - NAGLE SIGNS","JOHNSTON","IA",
"SC7549","03/29/23","SRVCE","77950","NAGLE SIGNS  INC.","353.03","320.02","33.01","9.35","","HOUSE","","","","","","416","VERIZON - NAGLE SIGNS","MARSHALLTOWN","IA",
"SC7555","05/30/23","SRVCE","77950","NAGLE SIGNS  INC.","175.00","160.88","14.12","8.07","","HOUSE","","","","","","344","KUM & GO - NAGLE SIGNS","STORY CITY","IA",
"SC7557","04/27/23","SRVCE","77950","NAGLE SIGNS  INC.","232.50","194.81","37.69","16.21","","HOUSE","","","","","","306","MC GREGORS FURNITURE - NAGLE SIGNS","MARSHALLTOWN","IA",
"SC7560","04/07/23","SRVCE","77950","NAGLE SIGNS  INC.","35.00","32.18","2.82","8.06","","HOUSE","","","","","","176","KUM & GO - NAGLE SIGNS","URBANDALE","IA",
"SC7561","04/17/23","SRVCE","77950","NAGLE SIGNS  INC.","105.00","96.53","8.47","8.07","","HOUSE","","","","","","218","KUM & GO # 222","GRINNELL","IA",
"SC7562","04/17/23","SRVCE","77950","NAGLE SIGNS  INC.","348.73","288.59","60.14","17.25","6.00","HOUSE","","","","","","392","TACO JOHN´S","GRINNELL","IA",
"SC7565","04/17/23","SRVCE","77950","NAGLE SIGNS  INC.","87.50","80.45","7.05","8.06","","HOUSE","","","","","","441","KWIK STAR # 1186- NAGLE SIGNS","ALTOONA","IA",
"SC7567","04/11/23","SRVCE","77950","NAGLE SIGNS  INC.","60.00","0.00","60.00","100.00","","HOUSE","","","","","","467","KWIK STAR # 1189- NAGLE SIGNS","DE SOTO","IA",
"SC7569","04/27/23","SRVCE","77950","NAGLE SIGNS  INC.","87.50","80.45","7.05","8.06","","HOUSE","","","","","","468","PIZZA RANCH - NAGLE SIGNS","MARSHALLTOWN","IA",
"SC7578","04/28/23","SRVCE","77950","NAGLE SIGNS  INC.","70.00","64.35","5.65","8.07","","HOUSE","","","","","","202","KUM & GO - NAGLE SIGNS","AMES","IA",
"SC7580","04/26/23","SRVCE","77950","NAGLE SIGNS  INC.","87.50","80.45","7.05","8.06","","HOUSE","","","","","","60","KUM & GO #59","WAUKEE","IA",
"SC7583","04/27/23","SRVCE","77950","NAGLE SIGNS  INC.","195.45","168.89","26.56","13.59","","HOUSE","","","","","","463","MARSHALLTOWN CHRISTIAN SCHOOL","MARSHALLTOWN","IA",
"SC7587","04/21/23","SRVCE","77950","NAGLE SIGNS  INC.","105.00","96.53","8.47","8.07","","HOUSE","","","","","","465","TOBACCO OUTLET - NAGLE SIGNS","DES MOINES","IA",
"SC7589","05/03/23","SRVCE","77950","NAGLE SIGNS  INC.","717.50","659.64","57.86","8.06","","HOUSE","","","","","","467","KWIK STAR # 1189- NAGLE SIGNS","DE SOTO","IA",
"SC7591","05/09/23","SRVCE","77950","NAGLE SIGNS  INC.","245.00","225.23","19.77","8.07","","HOUSE","","","","","","218","KUM & GO # 222","GRINNELL","IA",
"SC7598","06/20/23","SRVCE","77950","NAGLE SIGNS  INC.","1648.48","1424.86","223.62","13.57","13.00","HOUSE","","","","","","102","KUM & GO- NAGLE SIGNS","LAMONI","IA",
"SC7602","05/04/23","SRVCE","77950","NAGLE SIGNS  INC.","17.50","0.00","17.50","100.00","","HOUSE","","","","","","217","TOBACCO OUTLET - NAGLE SIGNS","DES MOINES","IA",
"SC7606","05/09/23","SRVCE","77950","NAGLE SIGNS  INC.","350.00","321.75","28.25","8.07","","HOUSE","","","","","","419","MARSHALLTOWN ARTS & CIVIC CENTER - NAGLE SGINS","MARSHALLTOWN","IA",
"SC7614","06/07/23","SRVCE","77950","NAGLE SIGNS  INC.","350.00","321.76","28.24","8.07","","HOUSE","","","","","","10","KUM & GO","DESOTO","IA",
"SC7617","05/11/23","SRVCE","77950","NAGLE SIGNS  INC.","87.50","80.45","7.05","8.06","","HOUSE","","","","","","94","KUM & GO # 4098","WINDSOR HEIGHTS","IA",
"SC7620","05/16/23","SRVCE","77950","NAGLE SIGNS  INC.","140.00","128.70","11.30","8.07","","HOUSE","","","","","","470","KWIK STAR #1180","PERRY","IA",
"SC7622","05/22/23","SRVCE","77950","NAGLE SIGNS  INC.","437.50","402.21","35.29","8.07","","HOUSE","","","","","","471","COMMUNITY 1ST CREDIT UNION - NAGLE SIGNS","SHANANDOAH","IA",
"SC7623","05/18/23","SRVCE","77950","NAGLE SIGNS  INC.","52.50","48.28","4.22","8.04","","HOUSE","","","","","","472","ABSOLUTE GROUP- NAGLE SIGNS","GRANGER","IA",
"SC7632","06/21/23","SRVCE","77950","NAGLE SIGNS  INC.","157.50","144.80","12.70","8.06","","HOUSE","","","","","","473","IOWA WORKFORCE DEVELOPMENT CENTER- NAGLE SIGNS","MARSHALLTOWN","IA",
