"06 NOV 2025","16:25:48","","","GROSS MARGIN BY SALESPERSON",
"","","","","PERIOD: 11/01/19 through 10/31/20",

"Invoice No","Inv Date","Prod Code","Cust No","Customer Name","Gross Sales","Total Cost","Gross Margin","GM %","Extra Charge","Salesperson #1","Comm Rate #1","Salesperson #2","Comm Rate #2","Salesperson #3","Comm Rate #3","Location No","Location Name","City","State",
"9722","05/07/20","PRMT","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","135.00","0.00","135.00","100.00","143.50","ADAM","0.030","","","","","32","WELLS FARGO","MARSHALLTOWN","IA",
"","","PRMT","","Product Totals","135.00","0.00","135.00","100.00","143.50","ADAM",

"","","","","Salesperson ADAM Totals","1424.88","650.65","774.23","54.34","143.50","ADAM",

"9542","12/27/19","INSTL","77950","NAGLE SIGNS  INC.","300.00","211.80","88.20","29.40","","HOUSE","","","","","","219","US BANK-NAGLE SIGNS","CHARITON","IA",
"","","INSTL","","Product Totals","300.00","211.80","88.20","29.40","0.00","HOUSE",

"9456","11/06/19","MISC","77950","NAGLE SIGNS  INC.","285.00","255.09","29.91","10.49","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"9473","11/11/19","MISC","77950","NAGLE SIGNS  INC.","312.50","273.57","38.93","12.46","","HOUSE","","","","","","175","TOBACCO OUTLET PLUS #507- NAGLE SIGNS","URBANDALE","IA",
"9488","12/04/19","MISC","77950","NAGLE SIGNS  INC.","780.00","750.74","29.26","3.75","","HOUSE","","","","","","209","FARMERS STATE BANK- NAGLE SIGNS","WEST DES MOINES","IA",
"9506","11/30/19","MISC","77950","NAGLE SIGNS  INC.","75.00","53.63","21.37","28.49","","HOUSE","","","","","","213","ACCEL GROUP - NAGLE SIGNS","WEST DES MOINES","IA",
"9513","12/23/19","MISC","77950","NAGLE SIGNS  INC.","39.96","26.64","13.32","33.33","","HOUSE","","","","","","216","JACK TRICE STADIUM - NAGLE SIGNS","AMES","IA",
"9544","01/15/20","MISC","77950","NAGLE SIGNS  INC.","325.00","269.28","55.72","17.14","20.00","HOUSE","","","","","","221","FARMERS STATE BANK","WAUKEE","IA",
"9596","02/12/20","MISC","77950","NAGLE SIGNS  INC.","496.28","427.45","68.83","13.87","","HOUSE","","","","","","223","KRAUSE GROUP / STADIUM","DSM","IA",
"9695","04/17/20","MISC","77950","NAGLE SIGNS  INC.","245.52","184.74","60.78","24.76","","HOUSE","","","","","","104","KUM & GO","JOHNSTON","IA",
"9698","04/23/20","MISC","77950","NAGLE SIGNS  INC.","968.04","810.53","157.51","16.27","","HOUSE","","","","","","10","KUM & GO # 95","DESOTO","IA",
"9706","04/10/20","MISC","77950","NAGLE SIGNS  INC.","90.00","65.10","24.90","27.67","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"9708","04/29/20","MISC","77950","NAGLE SIGNS  INC.","525.00","466.22","58.78","11.20","","HOUSE","","","","","","234","LOVE´S #411 - NAGLE SIGNS","DES MOINES","IA",
"9716","04/16/20","MISC","5649","JOEL BARNHOUSE","136.58","68.29","68.29","50.00","","HOUSE","","","","","","DEFAULT","JOEL BARNHOUSE","DEXTER","IA",
"9716","04/16/20","MISC","5649","JOEL BARNHOUSE","7.88","4.50","3.38","42.89","","HOUSE","","","","","","DEFAULT","JOEL BARNHOUSE","DEXTER","IA",
"9724","04/29/20","MISC","77950","NAGLE SIGNS  INC.","276.80","218.59","58.21","21.03","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"9764","05/28/20","MISC","77950","NAGLE SIGNS  INC.","312.00","610.68","-298.68","-95.73","","HOUSE","","","","","","239","KUM & GO #7701","DES MOINES","IA",
"9776","06/29/20","MISC","4779","EAGLE SIGN CO.","0.00","249.83","-249.83","","","HOUSE","","","","","","DEFAULT","EAGLE SIGN CO.","GRIMES","IA",
"9812","07/15/20","MISC","77950","NAGLE SIGNS  INC.","324.50","181.82","142.68","43.97","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"9837","07/30/20","MISC","77950","NAGLE SIGNS  INC.","30.00","0.00","30.00","100.00","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"9917","09/30/20","MISC","77950","NAGLE SIGNS  INC.","351.96","287.50","64.46","18.31","","HOUSE","","","","","","190","CITY OF WEST DES MOINES- NAGLE SIGNS, INC.","WEST DES MOINES","IA",
"9937","10/26/20","MISC","77950","NAGLE SIGNS  INC.","2596.48","2035.82","560.66","21.59","","HOUSE","","","","","","264","MARINA COVE PARK","POLK CITY","IA",
"SC6168","06/16/20","MISC","77950","NAGLE SIGNS  INC.","116.30","106.06","10.24","8.80","","HOUSE","","","","","","55","MILLS FLEET FARM","ANKENY","IA",
"SC6271","10/30/20","MISC","77950","NAGLE SIGNS  INC.","1230.00","1054.93","175.07","14.23","","HOUSE","","","","","","255","LOVES #361 - NAGLE SIGNS","NEWTON","IA",
"","","MISC","","Product Totals","9524.80","8401.01","1123.79","11.80","20.00","HOUSE",

"9467","01/27/20","PRMT","77950","NAGLE SIGNS  INC.","50.00","0.00","50.00","100.00","100.00","HOUSE","","","","","","211","Lion Development-PRATT - NAGLE SIGNS INC.","ALTOONA","IA",
"9499","12/18/19","PRMT","77950","NAGLE SIGNS  INC.","287.50","252.58","34.92","12.15","269.00","HOUSE","","","","","","212","KUM & GO - NAGLE SIGNS","DES MOINES","IA",
"9554","01/06/20","PRMT","77950","NAGLE SIGNS  INC.","25.00","40.53","-15.53","-62.12","289.35","HOUSE","","","","","","222","QUICK TRIP - NAGLE SIGNS","DES MOINES","IA",
"9554","01/06/20","PRMT","77950","NAGLE SIGNS  INC.","25.00","0.00","25.00","100.00","","HOUSE","","","","","","222","QUICK TRIP - NAGLE SIGNS","DES MOINES","IA",
"9577","01/23/20","PRMT","77950","NAGLE SIGNS  INC.","75.00","60.80","14.20","18.93","67.00","HOUSE","","","","","","223","KRAUSE GROUP / STADIUM","DSM","IA",
"9731","05/11/20","PRMT","77950","NAGLE SIGNS  INC.","50.00","0.00","50.00","100.00","81.50","HOUSE","","","","","","237","T MOBILE - NAGLE SIGNS","DES MOINES","IA",
"9732","05/21/20","PRMT","77950","NAGLE SIGNS  INC.","75.00","60.80","14.20","18.93","111.00","HOUSE","","","","","","236","T MOBILE - NAGLE SIGNS","DES MOINES","IA",
"9751","05/21/20","PRMT","77950","NAGLE SIGNS  INC.","75.00","60.81","14.19","18.92","132.00","HOUSE","","","","","","238","METRO BY T-MOBILE - NAGLE SIGNS INC.","DES MOINES","IA",
"9774","06/03/20","PRMT","77950","NAGLE SIGNS  INC.","50.00","40.53","9.47","18.94","325.50","HOUSE","","","","","","196","DOLLAR GENERAL - NAGLE SIGNS","DES MOINES","IA",
"","","PRMT","","Product Totals","712.50","516.05","196.45","27.57","1375.35","HOUSE",

"9606","02/26/20","REPFCE","2562","UPS CLAIMS PROCESSING","203.96","56.82","147.14","72.14","","HOUSE","","","","","","1","CAT #119 - UPS CLAIM","OCALA","FL",
"9871","09/09/20","REPFCE","77950","NAGLE SIGNS  INC.","1342.36","1017.66","324.70","24.19","","HOUSE","","","","","","256","BP SUPER STOP LIQUOR - NAGLE SIGNS","ALTOONA","IA",
"","","REPFCE","","Product Totals","1546.32","1074.48","471.84","30.51","0.00","HOUSE",

"SC5959","11/15/19","SRVCE","77950","NAGLE SIGNS  INC.","345.00","308.36","36.64","10.62","","HOUSE","","","","","","152","KUM & GO # 576","DES MOINES","IA",
"SC5968","12/19/19","SRVCE","77950","NAGLE SIGNS  INC.","1185.00","1059.12","125.88","10.62","","HOUSE","","","","","","189","TACO JOHN´S - NAGLE SIGNS","DES MOINES","IA",
"SC5970","11/21/19","SRVCE","77950","NAGLE SIGNS  INC.","180.00","160.91","19.09","10.61","","HOUSE","","","","","","113","KUM & GO - NAGLE SIGNS","NORWALK","IA",
"SC5972","11/21/19","SRVCE","77950","NAGLE SIGNS  INC.","180.00","160.88","19.12","10.62","","HOUSE","","","","","","102","KUM & GO- NAGLE SIGNS","LAMONI","IA",
"SC5975","11/22/19","SRVCE","77950","NAGLE SIGNS  INC.","45.00","40.21","4.79","10.64","","HOUSE","","","","","","157","KUM & GO","WEST DES MOINES","IA",
"SC5976","11/30/19","SRVCE","77950","NAGLE SIGNS  INC.","180.00","160.88","19.12","10.62","","HOUSE","","","","","","122","KUM & GO- NAGLE SIGNS","DES MOINES","IA",
"SC5980","02/13/20","SRVCE","77950","NAGLE SIGNS  INC.","345.00","291.34","53.66","15.55","","HOUSE","","","","","","55","MILLS FLEET FARM","ANKENY","IA",
"SC5993","12/23/19","SRVCE","77950","NAGLE SIGNS  INC.","75.00","67.04","7.96","10.61","","HOUSE","","","","","","10","KUM & GO","DESOTO","IA",
"SC5998","01/08/20","SRVCE","77950","NAGLE SIGNS  INC.","299.43","246.63","52.80","17.63","","HOUSE","","","","","","217","TOBACCO OUTLET - NAGLE SIGNS","DES MOINES","IA",
"SC6002","12/23/19","SRVCE","77950","NAGLE SIGNS  INC.","165.00","147.46","17.54","10.63","","HOUSE","","","","","","218","KUM & GO # 222","GRINNELL","IA",
"SC6032","01/21/20","SRVCE","77950","NAGLE SIGNS  INC.","120.00","107.26","12.74","10.62","","HOUSE","","","","","","163","KUM & GO - NAGLE SIGNS","WAUKEE","IA",
"SC6042","01/29/20","SRVCE","77950","NAGLE SIGNS  INC.","761.89","740.68","21.21","2.78","12.00","HOUSE","","","","","","224","HARDEE´S - NAGLE SIGNS","CLIVE","IA",
"SC6044","01/30/20","SRVCE","77950","NAGLE SIGNS  INC.","535.00","482.66","52.34","9.78","","HOUSE","","","","","","225","LAKE IOWA REALTY- NAGLE SIGNS","CLEAR LAKE","IA",
"SC6045","02/04/20","SRVCE","77950","NAGLE SIGNS  INC.","578.26","491.09","87.17","15.07","14.00","HOUSE","","","","","","226","KFC/TACO BELL - NAGLE SIGN","FT. DODGE","IA",
"SC6046","02/04/20","SRVCE","77950","NAGLE SIGNS  INC.","90.00","80.45","9.55","10.61","","HOUSE","","","","","","11","KUM N GO","DES MOINES","IA",
"SC6048","02/04/20","SRVCE","77950","NAGLE SIGNS  INC.","60.00","26.83","33.17","55.28","","HOUSE","","","","","","92","KUM & GO","DES MOINES","IA",
"SC6049","02/26/20","SRVCE","77950","NAGLE SIGNS  INC.","959.10","802.94","156.16","16.28","","HOUSE","","","","","","227","AMES ISU ICE ARENA - NAGLE SIGNS","AMES","IA",
"SC6050","02/07/20","SRVCE","77950","NAGLE SIGNS  INC.","432.75","354.38","78.37","18.11","2.00","HOUSE","","","","","","228","TACO JOHN´S - NAGLE SIGNS","PELLA","IA",
"SC6051","02/13/20","SRVCE","77950","NAGLE SIGNS  INC.","735.41","595.89","139.52","18.97","10.00","HOUSE","","","","","","229","COLORADO GRILL - NAGLE SIGNS","BOONE","IA",
"SC6052","02/07/20","SRVCE","77950","NAGLE SIGNS  INC.","439.77","371.55","68.22","15.51","","HOUSE","","","","","","230","MC DONALDS - NAGLE SIGNS","BOONE","IA",
"SC6057","03/04/20","SRVCE","77950","NAGLE SIGNS  INC.","225.00","201.12","23.88","10.61","","HOUSE","","","","","","163","KUM & GO - NAGLE SIGNS","WAUKEE","IA",
"SC6058","02/18/20","SRVCE","77950","NAGLE SIGNS  INC.","240.00","214.53","25.47","10.61","","HOUSE","","","","","","30","KUM & GO","ANKENY","IA",
"SC6063","02/24/20","SRVCE","77950","NAGLE SIGNS  INC.","120.00","134.51","-14.51","-12.09","","HOUSE","","","","","","231","KUM & GO #3035- NAGLE SIGNS","WEST DES MOINES","IA",
"SC6067","02/26/20","SRVCE","77950","NAGLE SIGNS  INC.","120.00","107.26","12.74","10.62","","HOUSE","","","","","","104","KUM & GO","JOHNSTON","IA",
"SC6069","04/02/20","SRVCE","77950","NAGLE SIGNS  INC.","120.00","107.25","12.75","10.63","","HOUSE","","","","","","232","DOLLAR GENERAL - NAGLE SIGNS","DALLAS CENTER","IA",
"SC6073","02/28/20","SRVCE","77950","NAGLE SIGNS  INC.","210.00","187.70","22.30","10.62","","HOUSE","","","","","","233","KUM & GO","AMES","IA",
"SC6074","02/26/20","SRVCE","77950","NAGLE SIGNS  INC.","75.00","67.04","7.96","10.61","","HOUSE","","","","","","176","KUM & GO - NAGLE SIGNS","URBANDALE","IA",
"SC6090","03/13/20","SRVCE","77950","NAGLE SIGNS  INC.","195.00","174.29","20.71","10.62","","HOUSE","","","","","","163","KUM & GO - NAGLE SIGNS","WAUKEE","IA",
"SC6100","03/25/20","SRVCE","77950","NAGLE SIGNS  INC.","60.00","53.63","6.37","10.62","","HOUSE","","","","","","127","KUM & GO # 129","JOHNSTON","IA",
"SC6102","03/26/20","SRVCE","77950","NAGLE SIGNS  INC.","120.00","107.25","12.75","10.63","","HOUSE","","","","","","155","KUM & GO - NAGLE SIGNS","ANKENY","IA",
"SC6108","04/07/20","SRVCE","77950","NAGLE SIGNS  INC.","60.00","53.63","6.37","10.62","","HOUSE","","","","","","104","KUM & GO","JOHNSTON","IA",
"SC6109","04/13/20","SRVCE","77950","NAGLE SIGNS  INC.","825.00","652.21","172.79","20.94","","HOUSE","","","","","","55","MILLS FLEET FARM","ANKENY","IA",
"SC6113","04/07/20","SRVCE","77950","NAGLE SIGNS  INC.","60.00","53.63","6.37","10.62","","HOUSE","","","","","","94","KUM & GO # 4098","WINDSOR HEIGHTS","IA",
"SC6115","04/29/20","SRVCE","77950","NAGLE SIGNS  INC.","135.00","120.67","14.33","10.61","","HOUSE","","","","","","127","KUM & GO # 129","JOHNSTON","IA",
"SC6116","04/17/20","SRVCE","77950","NAGLE SIGNS  INC.","604.55","506.87","97.68","16.16","","HOUSE","","","","","","200","DOLLAR GENERAL -NAGLE SIGNS","MONROE","IA",
"SC6120","04/27/20","SRVCE","77950","NAGLE SIGNS  INC.","705.00","630.12","74.88","10.62","","HOUSE","","","","","","178","KUM & GO - NAGLE SIGNS","NEOLA","IA",
"SC6121","04/22/20","SRVCE","3237","BOB BROWN CHEVROLET","501.55","294.51","207.04","41.28","","HOUSE","","","","","","DEFAULT","BOB BROWN CHEVROLET","URBANDALE","IA",
"SC6123","04/21/20","SRVCE","5648","BRIAN LANE","150.00","103.66","46.34","30.89","","HOUSE","","","","","","DEFAULT","BRIAN LANE","URBANDALE","IA",
"SC6124","05/07/20","SRVCE","77950","NAGLE SIGNS  INC.","165.00","147.49","17.51","10.61","","HOUSE","","","","","","134","KUM & GO - NAGLE SIGNS","WEST DES MOINES","IA",
"SC6129","04/29/20","SRVCE","77950","NAGLE SIGNS  INC.","75.00","67.04","7.96","10.61","","HOUSE","","","","","","231","KUM & GO #3035- NAGLE SIGNS","WEST DES MOINES","IA",
"SC6130","05/06/20","SRVCE","77950","NAGLE SIGNS  INC.","285.00","237.71","47.29","16.59","","HOUSE","","","","","","55","MILLS FLEET FARM","ANKENY","IA",
"SC6148","05/27/20","SRVCE","77950","NAGLE SIGNS  INC.","270.00","241.33","28.67","10.62","","HOUSE","","","","","","240","DOWS JUNCTION - NAGLE SIGNS","DOWS","IA",
"SC6157","06/05/20","SRVCE","77950","NAGLE SIGNS  INC.","90.00","80.45","9.55","10.61","","HOUSE","","","","","","127","KUM & GO # 129","JOHNSTON","IA",
"SC6159","06/08/20","SRVCE","77950","NAGLE SIGNS  INC.","75.00","67.04","7.96","10.61","","HOUSE","","","","","","124","KUM & GO - NALGE SIGNS","DES MOINES","IA",
"SC6165","06/11/20","SRVCE","77950","NAGLE SIGNS  INC.","60.00","40.21","19.79","32.98","","HOUSE","","","","","","127","KUM & GO # 129","JOHNSTON","IA",
"SC6166","06/23/20","SRVCE","77950","NAGLE SIGNS  INC.","0.00","0.00","0.00","","","HOUSE","","","","","","241","JC PENNY","MARSHALLTOWN","IA",
"SC6167","06/18/20","SRVCE","77950","NAGLE SIGNS  INC.","255.00","227.91","27.09","10.62","","HOUSE","","","","","","242","JC PENNY","CARROLL","IA",
"SC6168","06/16/20","SRVCE","77950","NAGLE SIGNS  INC.","345.00","274.29","70.71","20.50","","HOUSE","","","","","","55","MILLS FLEET FARM","ANKENY","IA",
"SC6175","06/29/20","SRVCE","77950","NAGLE SIGNS  INC.","1038.76","912.89","125.87","12.12","","HOUSE","","","","","","234","LOVE´S #411 - NAGLE SIGNS","DES MOINES","IA",
"SC6177","06/30/20","SRVCE","77950","NAGLE SIGNS  INC.","181.04","156.54","24.50","13.53","","HOUSE","","","","","","243","TACO JOHN´S - NAGLE SIGNS","DES MOINES,","IA",
"SC6178","06/29/20","SRVCE","77950","NAGLE SIGNS  INC.","180.67","148.27","32.40","17.93","","HOUSE","","","","","","244","HARDEE´S - NAGLE SIGNS","DES MOINES","IA",
"SC6185","07/22/20","SRVCE","77950","NAGLE SIGNS  INC.","1065.00","1229.39","-164.39","-15.44","","HOUSE","","","","","","245","KUM & GO # 0043 - NAGLE SIGNS","NEW VIRGINIA","IA",
"SC6190","07/14/20","SRVCE","77950","NAGLE SIGNS  INC.","240.00","214.50","25.50","10.63","","HOUSE","","","","","","60","KUM & GO #59","WAUKEE","IA",
"SC6191","07/08/20","SRVCE","77950","NAGLE SIGNS  INC.","60.00","53.66","6.34","10.57","","HOUSE","","","","","","246","KUM & GO #156- NAGLE SIGNS","CLIVE","IA",
"SC6192","07/09/20","SRVCE","77950","NAGLE SIGNS  INC.","60.00","53.63","6.37","10.62","","HOUSE","","","","","","122","KUM & GO- NAGLE SIGNS","DES MOINES","IA",
"SC6193","07/14/20","SRVCE","77950","NAGLE SIGNS  INC.","60.00","53.63","6.37","10.62","","HOUSE","","","","","","155","KUM & GO - NAGLE SIGNS","ANKENY","IA",
"SC6205","08/06/20","SRVCE","77950","NAGLE SIGNS  INC.","777.93","624.30","153.63","19.75","","HOUSE","","","","","","55","MILLS FLEET FARM","ANKENY","IA",
"SC6209","07/22/20","SRVCE","77950","NAGLE SIGNS  INC.","75.00","67.04","7.96","10.61","","HOUSE","","","","","","177","KUM & GO - NAGLE SIGNS","JOHNSTON","IA",
"SC6216","08/28/20","SRVCE","77950","NAGLE SIGNS  INC.","626.88","523.54","103.34","16.48","","HOUSE","","","","","","247","TACO JOHN´S - NAGLE SIGNS","CRESTON","IA",
"SC6220","08/10/20","SRVCE","77950","NAGLE SIGNS  INC.","180.00","160.90","19.10","10.61","","HOUSE","","","","","","10","KUM & GO","DESOTO","IA",
"SC6225","08/10/20","SRVCE","77950","NAGLE SIGNS  INC.","690.23","574.10","116.13","16.82","","HOUSE","","","","","","248","DOLLAR GENERAL - NAGLE SIGNS","LOVILLA","IA",
"SC6228","08/19/20","SRVCE","77950","NAGLE SIGNS  INC.","270.00","241.31","28.69","10.63","","HOUSE","","","","","","122","KUM & GO- NAGLE SIGNS","DES MOINES","IA",
"SC6232","08/12/20","SRVCE","77950","NAGLE SIGNS  INC.","180.00","159.45","20.55","11.42","","HOUSE","","","","","","46","KUM & GO","PLEASANT HILL","IA",
"SC6235","08/12/20","SRVCE","77950","NAGLE SIGNS  INC.","180.00","160.16","19.84","11.02","","HOUSE","","","","","","249","DOLLAR GENERAL - NAGLE SIGNS","JOHNSTON","IA",
"SC6236","08/12/20","SRVCE","77950","NAGLE SIGNS  INC.","120.00","107.25","12.75","10.63","","HOUSE","","","","","","250","DOLLAR GENERAL - NAGLE SIGNS","PERRY","IA",
"SC6237","08/13/20","SRVCE","77950","NAGLE SIGNS  INC.","120.00","107.25","12.75","10.63","","HOUSE","","","","","","251","DOLLAR GENERAL - NAGLE SIGNS","NEWTON","IA",
"SC6238","08/17/20","SRVCE","77950","NAGLE SIGNS  INC.","271.03","221.63","49.40","18.23","","HOUSE","","","","","","252","DOLLAR GENERAL - NAGLE SIGNS","DES MOINES","IA",
"SC6249","08/18/20","SRVCE","77950","NAGLE SIGNS  INC.","554.83","441.23","113.60","20.47","","HOUSE","","","","","","253","ECONOMY INN MOTEL - NAGLE SIGNS","STUART","IA",
"SC6254","08/20/20","SRVCE","77950","NAGLE SIGNS  INC.","105.00","93.84","11.16","10.63","","HOUSE","","","","","","53","KUM & GO #518","ANKENY","IA",
"SC6255","08/20/20","SRVCE","77950","NAGLE SIGNS  INC.","90.00","80.45","9.55","10.61","","HOUSE","","","","","","152","KUM & GO # 576","DES MOINES","IA",
"SC6257","08/21/20","SRVCE","77950","NAGLE SIGNS  INC.","314.00","253.30","60.70","19.33","","HOUSE","","","","","","253","ECONOMY INN MOTEL - NAGLE SIGNS","STUART","IA",
"SC6263","08/24/20","SRVCE","77950","NAGLE SIGNS  INC.","60.00","40.21","19.79","32.98","","HOUSE","","","","","","53","KUM & GO #518","ANKENY","IA",
"SC6271","10/30/20","SRVCE","77950","NAGLE SIGNS  INC.","630.00","520.18","109.82","17.43","","HOUSE","","","","","","255","LOVES #361 - NAGLE SIGNS","NEWTON","IA",
"SC6277","09/15/20","SRVCE","77950","NAGLE SIGNS  INC.","359.66","281.17","78.49","21.82","","HOUSE","","","","","","258","HARDEE´S - NAGLE SIGNS","DES MOINES","IA",
"SC6278","09/30/20","SRVCE","5555","MARK BAUER","0.00","76.83","-76.83","","","HOUSE","","","","","","DEFAULT","MARK BAUER","COON RAPIDS","IA",
"SC6285","09/15/20","SRVCE","3205","STRATUS","182.54","123.15","59.39","32.54","","HOUSE","","","","","","23","PET SMART - MC GROUP","ANKENY","IA",
"SC6286","09/15/20","SRVCE","5445","WINDSOR HEIGHTS LUTHERAN CHURCH","75.00","53.63","21.37","28.49","","HOUSE","","","","","","DEFAULT","WINDSOR HEIGHTS LUTHERAN CHURCH","WINDSOR HEIGHTS","IA",
"SC6290","09/18/20","SRVCE","4273","ANYTIME FITNESS","785.33","515.90","269.43","34.31","","HOUSE","","","","","","DEFAULT","ANYTIME FITNESS","DES MOINES","IA",
"SC6291","10/08/20","SRVCE","5723","DON WARNEKE","545.36","278.13","267.23","49.00","","HOUSE","","","","","","DEFAULT","DON WARNEKE","HAMPTON","IA",
"SC6292","09/22/20","SRVCE","5502","FAIRFIELD INN & SUITES","343.14","209.71","133.43","38.89","3.00","HOUSE","","","","","","DEFAULT","FAIRFIELD INN & SUITES","WEST DES MOINES","IA",
"SC6295","10/02/20","SRVCE","77950","NAGLE SIGNS  INC.","390.00","329.99","60.01","15.39","","HOUSE","","","","","","205","HARDEE´S - NAGLE SIGNS","DES MOINES","IA",
"SC6298","10/14/20","SRVCE","77950","NAGLE SIGNS  INC.","991.78","777.07","214.71","21.65","","HOUSE","","","","","","55","MILLS FLEET FARM","ANKENY","IA",
"SC6300","09/28/20","SRVCE","3205","STRATUS","467.50","294.95","172.55","36.91","","HOUSE","","","","","","24","BANK OF THE WEST-MC SIGNS","BLOOMFIELD","IA",
"SC6302","10/06/20","SRVCE","4347","AMES MUNICIPLE POWER","418.75","277.91","140.84","33.63","","HOUSE","","","","","","DEFAULT","AMES MUNICIPLE POWER","AMES","IA",
"SC6303","09/28/20","SRVCE","77950","NAGLE SIGNS  INC.","103.97","82.94","21.03","20.23","","HOUSE","","","","","","203","TACO JOHN´S - NAGLE SIGNS","DES MOINES","IA",
"SC6304","09/30/20","SRVCE","5502","FAIRFIELD INN & SUITES","75.00","26.83","48.17","64.23","","HOUSE","","","","","","DEFAULT","FAIRFIELD INN & SUITES","WEST DES MOINES","IA",
"SC6306","10/13/20","SRVCE","2958","EYCHANER PROPERTIES","2495.34","1529.23","966.11","38.72","","HOUSE","","","","","","2","EYCHANER PROPERTIES","DES MOINES","IA",
"SC6307","09/30/20","SRVCE","4989","HY VEE","201.29","136.59","64.70","32.14","","HOUSE","","","","","","DEFAULT","HY VEE","URBANDALE","IA",
