6-Nov-25,16:27:34,,,GROSS MARGIN BY SALESPERSON,,,,,,,,,
10554,2/1/2022,MISC,2141,PRIDE NEON  INC.,0,0,0,,,DEFAULT,"PRIDE NEON, INC.",SIOUX FALLS,SD
10554,2/1/2022,MISC,2141,PRIDE NEON  INC.,0,15.81,-15.81,,,DEFAULT,"PRIDE NEON, INC.",SIOUX FALLS,SD
10554,2/1/2022,MISC,2141,PRIDE NEON  INC.,0,0,0,,,DEFAULT,"PRIDE NEON, INC.",SIOUX FALLS,SD
10569-1,1/4/2022,MISC,114250,THOMPSON FARM,103.7,94.27,9.43,9.09,,DEFAULT,THOMPSON FARM,Guthrie Center,IA
10803,6/22/2022,MISC,5542,UNISHIPPERS,645.6,445.14,200.46,31.05,,DEFAULT,UNISHIPPERS,Walcott,IA
10948-1,10/18/2022,MISC,114250,THOMPSON FARM,184.07,167.34,16.73,9.09,,DEFAULT,THOMPSON FARM,Guthrie Center,IA
10976,10/23/2022,MISC,3431,BRADY FLINK,45.91,41.74,4.17,9.08,,DEFAULT,BRADY FLINK,WEST DES MOINES,IA
11013,12/8/2022,MISC,5542,UNISHIPPERS,495.09,295.38,199.71,40.34,,DEFAULT,TSS,Warren,MI
11248,5/3/2023,MISC,6109,REIS SIGN SERVICE,35,11.1,23.9,68.29,,DEFAULT,REIS SIGN SERVICE,WINTERSET,IA
11354,8/10/2023,MISC,5866,TIMBER CREEK THERAPIES,154.5,103,51.5,33.33,-165.32,DEFAULT,TIMBER CREEK THERAPIES,GUTHRIE CENTER,IA
11379,9/6/2023,MISC,4779,EAGLE SIGN CO.,0,472.64,-472.64,,,DEFAULT,EAGLE SIGN CO.,GRIMES,IA
11431,8/17/2023,MISC,6109,REIS SIGN SERVICE,87.8,44.4,43.4,49.43,,DEFAULT,REIS SIGN SERVICE,WINTERSET,IA
11647,1/31/2024,MISC,77950,NAGLE SIGNS  INC.,202.93,147.73,55.2,27.2,,519,SUBWAY - NAGLE,WEST DES MOINES,IA
11873,5/23/2024,MISC,29800,COMMONWEALTH ELECTRIC,43.68,8.91,34.77,79.6,,DEFAULT,COMMONWEALTH ELECTRIC,Des Moines,IA
11919,6/21/2024,MISC,5943,MATT ZELIADT,40,0,40,100,,DEFAULT,MATT ZELIADT,DES MOINES,IA
11986,8/19/2024,MISC,4779,EAGLE SIGN CO.,0,790.55,-790.55,,,DEFAULT,EAGLE SIGN CO.,GRIMES,IA
12046,10/9/2024,MISC,4779,EAGLE SIGN CO.,0,69.21,-69.21,,,DEFAULT,EAGLE SIGN CO.,GRIMES,IA
12380,5/14/2025,MISC,5943,MATT ZELIADT,184.41,167.67,16.74,9.08,,DEFAULT,MATT ZELIADT,DES MOINES,IA
12426,5/28/2025,MISC,77950,NAGLE SIGNS  INC.,86.9,69.52,17.38,20,,DEFAULT,"NAGLE SIGNS, INC.",Waterloo,IA
12483,7/21/2025,MISC,5866,TIMBER CREEK THERAPIES,0,303,-303,,,DEFAULT,TIMBER CREEK THERAPIES,GUTHRIE CENTER,IA
12503,10/7/2025,MISC,4779,EAGLE SIGN CO.,0,74.37,-74.37,,,DEFAULT,EAGLE SIGN CO.,GRIMES,IA
12584,10/6/2025,MISC,6394,MARK REIS,93.46,214.92,-121.46,-129.96,,DEFAULT,MARK REIS,RUNNELS,IA
1474CR,1/31/2008,MISC,8800,BALL CONSTRUCTION SERVICES,-545.96,0,-545.96,100,,DEFAULT,BALL CONSTRUCTION SERVICES,West Des Moines,IA
1554,1/30/2008,MISC,15750,BUSINESS DESIGNS INC.,55.44,27.72,27.72,50,,DEFAULT,BUSINESS DESIGNS INC.,Grimes,IA
2041,11/7/2008,MISC,29800,COMMONWEALTH ELECTRIC,317.31,142.25,175.06,55.17,,DEFAULT,COMMONWEALTH ELECTRIC,Des Moines,IA
2255,5/11/2009,MISC,49300,GIT N GO CONVENIENCE STORES,971.1,701.5,269.6,27.76,,20,GIT N GO,DES MOINES,IA
2459,9/30/2009,MISC,77950,NAGLE SIGNS  INC.,1436.18,954.1,482.08,33.57,,DEFAULT,"NAGLE SIGNS, INC.",Waterloo,IA
2605,1/13/2010,MISC,77950,NAGLE SIGNS  INC.,165,101.42,63.58,38.53,,DEFAULT,Kum & Go,Norwalk,IA
2605,1/13/2010,MISC,77950,NAGLE SIGNS  INC.,309,99.71,209.29,67.73,,DEFAULT,Kum & Go,Norwalk,IA
2659,2/11/2010,MISC,2762,NIKKEL & ASSOCIATES,182.8,123.25,59.55,32.58,,DEFAULT,NIKKEL & ASSOCIATES,AMES,IA
2671,2/11/2010,MISC,77950,NAGLE SIGNS  INC.,25.68,12.83,12.85,50.04,,12,"NAGLE SIGNS, INC.",MARSHALLTOWN,IA
2704,5/26/2010,MISC,77950,NAGLE SIGNS  INC.,420,335.47,84.53,20.13,,DEFAULT,"NAGLE SIGNS, INC.",Waterloo,IA
2709,3/8/2010,MISC,77950,NAGLE SIGNS  INC.,4.53,3.02,1.51,33.33,6.55,DEFAULT,"NAGLE SIGNS, INC.",Waterloo,IA
2836,6/18/2010,MISC,77950,NAGLE SIGNS  INC.,48.72,32.49,16.23,33.31,,DEFAULT,"NAGLE SIGNS, INC.",Waterloo,IA
2836,6/18/2010,MISC,77950,NAGLE SIGNS  INC.,106.84,71.23,35.61,33.33,,DEFAULT,"NAGLE SIGNS, INC.",Waterloo,IA
3025,8/19/2010,MISC,77950,NAGLE SIGNS  INC.,272.75,218.2,54.55,20,,DEFAULT,"NAGLE SIGNS, INC.",Waterloo,IA
3138,10/29/2010,MISC,77950,NAGLE SIGNS  INC.,442.18,343.69,98.49,22.27,,DEFAULT,"NAGLE SIGNS, INC.",Waterloo,IA
3139,11/11/2010,MISC,77950,NAGLE SIGNS  INC.,250,187.2,62.8,25.12,,DEFAULT,Amici Espresso,West Des Moines,IA
3139,11/11/2010,MISC,77950,NAGLE SIGNS  INC.,100,86.8,13.2,13.2,,DEFAULT,Amici Espresso,West Des Moines,IA
3246,1/18/2011,MISC,77950,NAGLE SIGNS  INC.,300,168,132,44,,DEFAULT,Kum & Go/ Quizno´s,Grimes,IA
3466,5/6/2011,MISC,3168,ALBAUGH INC.,133,40.6,92.4,69.47,,DEFAULT,ALBAUGH INC.,ANKENY,IA
3793,10/24/2011,MISC,2906,AMERICAN MARKING,254.37,140.08,114.29,44.93,,DEFAULT,AMERICAN MARKING,DES MOINES,IA
3832,11/16/2011,MISC,3292,JONES GEOCON,27.51,2.43,25.08,91.17,,DEFAULT,JONES GEOCON,BONNER SPRINGS,KS
3959,1/31/2012,MISC,2906,AMERICAN MARKING,26.95,15.4,11.55,42.86,,DEFAULT,AMERICAN MARKING,DES MOINES,IA
4023,3/22/2012,MISC,3382,BOB MORGAN,45,21.6,23.4,52,,DEFAULT,BOB MORGAN,VAN METER,IA
4025,3/20/2012,MISC,3384,HENRY SCHNACKEL,85.93,42.97,42.96,49.99,,DEFAULT,HENRY SCHNACKEL,DES MOINES,IA
4036-2,2/19/2013,MISC,49300,GIT N GO CONVENIENCE STORES,1266,1649.84,-383.84,-30.32,,22,GIT N GO #19,DES MOINES,IA
4036-2,2/19/2013,MISC,49300,GIT N GO CONVENIENCE STORES,3427.44,2821.38,606.06,17.68,,22,GIT N GO #19,DES MOINES,IA
4047,4/10/2012,MISC,2833,PAUL TAYLOR,51.58,20.66,30.92,59.95,,DEFAULT,PAUL TYLOR,DES MOINES,IA
4093,4/30/2012,MISC,3410,JOHN SAYLES,18,10.25,7.75,43.06,,DEFAULT,JOHN SAYLES,DES MOINES,IA
4139,5/23/2012,MISC,3431,BRADY FLINK,80,80,0,0,,DEFAULT,BRADY FLINK,WEST DES MOINES,IA
4194,6/27/2012,MISC,2773,WINDSOR VACUUM,170.42,97.37,73.05,42.86,,DEFAULT,WINDSOR VACUUM,DES MOINES,IA
4435,10/17/2012,MISC,2906,AMERICAN MARKING,25,7.24,17.76,71.04,,DEFAULT,AMERICAN MARKING,DES MOINES,IA
4535,12/6/2012,MISC,3572,CODE ELECTRIC,112.69,56.35,56.34,50,,DEFAULT,CODE ELECTRIC,GRIMES,IA
4535,12/6/2012,MISC,3572,CODE ELECTRIC,366.24,183.12,183.12,50,,DEFAULT,CODE ELECTRIC,GRIMES,IA
4591,1/16/2013,MISC,38050,EAGLE SIGN CO.,0,132.34,-132.34,,,DEFAULT,EAGLE SIGN CO.,DES MOINES,IA
4778,4/10/2013,MISC,3692,RYAN PETERSON,130,65,65,50,,DEFAULT,RYAN PETERSON,WINDSOR HEIGHTS,IA
4799,4/12/2013,MISC,3710,JOHN KELLY- EMPLOYEE,12.26,12.39,-0.13,-1.06,,DEFAULT,JOHN KELLY- EMPLOYEE,DES MOINES,IA
4802,4/25/2013,MISC,3244,NEON SPECIALTIES,20,0,20,100,,DEFAULT,NEON SPECIALTIES,DES MOINES,IA
4929,7/24/2013,MISC,3432,DAN REIS,73.47,73.47,0,0,,DEFAULT,DAN REIS,DES MOINES,IA
5044,8/12/2013,MISC,2906,AMERICAN MARKING,75,36.19,38.81,51.75,,DEFAULT,AMERICAN MARKING,DES MOINES,IA
5073,8/28/2013,MISC,2906,AMERICAN MARKING,25,12.05,12.95,51.8,,DEFAULT,AMERICAN MARKING,DES MOINES,IA
5120,10/31/2013,MISC,2209,HUBBELL REALTY,0,56.53,-56.53,,,DEFAULT,HUBBELL REALTY,WEST DES MOINES,IA
5120,10/31/2013,MISC,2209,HUBBELL REALTY,0,86.66,-86.66,,,DEFAULT,HUBBELL REALTY,WEST DES MOINES,IA
5203,10/23/2013,MISC,77950,NAGLE SIGNS  INC.,415.05,328.93,86.12,20.75,,DEFAULT,"NAGLE SIGNS, INC.",Waterloo,IA
5265,11/19/2013,MISC,2906,AMERICAN MARKING,78.4,44.8,33.6,42.86,,DEFAULT,AMERICAN MARKING,DES MOINES,IA
5288,11/30/2013,MISC,2906,AMERICAN MARKING,88.5,84,4.5,5.08,,DEFAULT,AMERICAN MARKING,DES MOINES,IA
5494,3/17/2014,MISC,2906,AMERICAN MARKING,71.65,23.8,47.85,66.78,,DEFAULT,AMERICAN MARKING,DES MOINES,IA
5536,3/21/2014,MISC,3244,NEON SPECIALTIES,13.2,8.8,4.4,33.33,,DEFAULT,NEON SPECIALTIES,DES MOINES,IA
5548,3/27/2014,MISC,4062,STICKLEY ELECTRIC,245,107,138,56.33,11.36,DEFAULT,STICKLEY ELECTRIC,MAQUOKETA,IA
5595,4/21/2014,MISC,3244,NEON SPECIALTIES,8.5,6,2.5,29.41,,DEFAULT,NEON SPECIALTIES,DES MOINES,IA
5643,5/7/2014,MISC,3431,BRADY FLINK,0,51.43,-51.43,,,DEFAULT,BRADY FLINK,WEST DES MOINES,IA
5647,5/7/2014,MISC,4062,STICKLEY ELECTRIC,61.25,26.75,34.5,56.33,11.17,DEFAULT,STICKLEY ELECTRIC,MAQUOKETA,IA
5661,5/20/2014,MISC,4108,ROBISON ELECTRIC,115,57.5,57.5,50,,DEFAULT,ROBISON ELECTRIC,DES MOINES,IA
5760,6/17/2014,MISC,4136,RICHARDS OIL CO.,8.82,5.04,3.78,42.86,,DEFAULT,RICHARDS OIL CO.,HUMMASTON,IA
5760,6/17/2014,MISC,4136,RICHARDS OIL CO.,8,4.16,3.84,48,,DEFAULT,RICHARDS OIL CO.,HUMMASTON,IA
5760,6/17/2014,MISC,4136,RICHARDS OIL CO.,26.3,15.03,11.27,42.85,,DEFAULT,RICHARDS OIL CO.,HUMMASTON,IA
5799,6/23/2014,MISC,4151,JODI BREMEL,24.73,6.4,18.33,74.12,,DEFAULT,SUBWAY,WEST DES MOINES,IA
5802,6/28/2014,MISC,4152,CRAIG STEPANEK,155,141.69,13.31,8.59,,DEFAULT,CRAIG STEPANEK,VINTON,IA
5888,7/30/2014,MISC,9912,GARY NORGARD,107.72,57.3,50.42,46.81,,DEFAULT,GARY NORGARD,ALTOONA,IA
5950,11/12/2014,MISC,4082,CENTRAL BANK,529.39,184.91,344.48,65.07,,DEFAULT,CENTRAL BANK,DES MOINES,IA
5950,11/12/2014,MISC,4082,CENTRAL BANK,210.72,0,210.72,100,,DEFAULT,CENTRAL BANK,DES MOINES,IA
5991,10/17/2014,MISC,4220,N. GLANTZ & SONS,0,0,0,,,DEFAULT,N. GLANTZ & SONS,KANSAS CITY,MO
6007,8/29/2014,MISC,3016,NW TRAILER,78.4,65.8,12.6,16.07,,DEFAULT,NW TRAILER,ADEL,IA
6038,9/8/2014,MISC,3016,NW TRAILER,93.4,44.8,48.6,52.03,,DEFAULT,NW TRAILER,ADEL,IA
6052,9/10/2014,MISC,4238,CITY WIDE HEATING & AIRCONDITIONING,4,1.13,2.87,71.75,,DEFAULT,CITY WIDE HEATING & AIRCONDITIONING,WINDSOR HEIGHTS,IA
6097,9/29/2014,MISC,4268,GRITTER'S ELECTRIC,217.3,108.65,108.65,50,14.46,DEFAULT,GRITTER´S ELECTRIC,PELLA,IA
6141,10/14/2014,MISC,4294,ALLIED CONSTRUCTION SERVICES  INC.,396.97,204.03,192.94,48.6,,DEFAULT,"ALLIED CONSTRUCTION SERVICES, INC.","DES MOINES,",IA
6149,10/15/2014,MISC,4301,MICHAEL PIPER,0,39.45,-39.45,,,DEFAULT,MICHAEL PIPER,DES MOINES,IA
6154,2/28/2015,MISC,3546,SUE KOENIGSFELD,0,31.85,-31.85,,,DEFAULT,SUE KOENIGSFELD,DES MOINES,IA
6160,10/21/2014,MISC,4294,ALLIED CONSTRUCTION SERVICES  INC.,265.47,136.63,128.84,48.53,,DEFAULT,"ALLIED CONSTRUCTION SERVICES, INC.","DES MOINES,",IA
6161,10/21/2014,MISC,4305,CLAUDE NEON FEDERAL SIGNS,197.49,157.99,39.5,20,,DEFAULT,CLAUDE NEON FEDERAL SIGNS,TULSA,OK
6173,10/28/2014,MISC,2906,AMERICAN MARKING,25,14,11,44,,DEFAULT,AMERICAN MARKING,DES MOINES,IA
6185,10/30/2014,MISC,4313,STERLING PETERSEN,25,3.2,21.8,87.2,,DEFAULT,STERLING PETERSEN,Des Moines,IA
6249,11/25/2014,MISC,4294,ALLIED CONSTRUCTION SERVICES  INC.,266.63,146.15,120.48,45.19,,DEFAULT,"ALLIED CONSTRUCTION SERVICES, INC.","DES MOINES,",IA
6281,12/12/2014,MISC,4108,ROBISON ELECTRIC,108.49,57.5,50.99,47,,DEFAULT,ROBINSON ELECTRIC,DES MOINES,IA
6335,1/16/2015,MISC,3128,PREMIER ELECTRIC OF IOWA LLC,25,8.61,16.39,65.56,,DEFAULT,PREMIER ELECTRIC OF IOWA LLC,JOHNSTON,IA
6348,1/28/2015,MISC,4385,WEBSTER ELECTRIC,12,6.75,5.25,43.75,,DEFAULT,WEBSTER ELECTRIC,WAUKEE,IA
6407,2/28/2015,MISC,2621,MMC CONTRACTORS,220,93.67,126.33,57.42,,9,GEMINI BUILDING,URBANDALE,IA
6563,5/27/2015,MISC,4473,NOODLES PASTA SHOP,0,70.81,-70.81,,,DEFAULT,NOODLES PASTA SHOP,DES MOINES,IA
6685,6/30/2015,MISC,2906,AMERICAN MARKING,65,40.05,24.95,38.38,,DEFAULT,AMERICAN MARKING,DES MOINES,IA
6697,7/8/2015,MISC,4547,DANA GREFE,84,43.2,40.8,48.57,,DEFAULT,DANA GREFE,WOODWARD,IA
6697,7/8/2015,MISC,4547,DANA GREFE,33,60.08,-27.08,-82.06,,DEFAULT,DANA GREFE,WOODWARD,IA
6849,9/9/2015,MISC,4618,BAKER ELECTRIC,7.78,4.38,3.4,43.7,,DEFAULT,BAKER ELECTRIC,DES MOINES,IA
6921,10/28/2015,MISC,4657,PHIL SMITH,130,110.2,19.8,15.23,,DEFAULT,PHIL SMITH,WAUKEE,IA
6954,10/22/2015,MISC,2906,AMERICAN MARKING,143.24,90.65,52.59,36.71,,DEFAULT,AMERICAN MARKING,DES MOINES,IA
7005,11/19/2015,MISC,3507,BRIAN GONGOL,63.86,47.23,16.63,26.04,,DEFAULT,BRIAN GONGOL,CUMMING,IA
7015,11/18/2015,MISC,4712,ARROY DEE RESTURANT,89.79,52.24,37.55,41.82,,DEFAULT,ARROY DEE RESTURANT,DES MOINES,IA
7024,12/21/2015,MISC,4547,DANA GREFE,30,10.02,19.98,66.6,,DEFAULT,DANA GREFE,WOODWARD,IA
7024,12/21/2015,MISC,4547,DANA GREFE,19.6,20.1,-0.5,-2.55,,DEFAULT,DANA GREFE,WOODWARD,IA
7038,11/26/2015,MISC,2141,PRIDE NEON  INC.,226.02,150.68,75.34,33.33,,DEFAULT,"PRIDE NEON, INC.",SIOUX FALLS,SD
7079,12/17/2015,MISC,4740,DENNIS GODWIN,23.58,7.57,16.01,67.9,,DEFAULT,DENNIS GODWIN,DES MOINES,IA
7112,1/22/2016,MISC,4741,GARY GRIGGS,110,57.3,52.7,47.91,,DEFAULT,GARY GRIGGS,DES MOINES,IA
7159,2/10/2016,MISC,4770,DAN MITCHELL,39.8,25.63,14.17,35.6,,DEFAULT,DAN MITCHELL,DES MOINES,IA
7194,2/24/2016,MISC,2906,AMERICAN MARKING,67.48,38.56,28.92,42.86,,DEFAULT,AMERICAN MARKING,DES MOINES,IA
7222,4/25/2016,MISC,38050,EAGLE SIGN CO.,0,529.11,-529.11,,,DEFAULT,EAGLE SIGN CO.,DES MOINES,IA
7276,3/30/2016,MISC,4449,NEW BEGINNING,27.9,13.95,13.95,50,,DEFAULT,NEW BEGINNING,INDIANOLA,IA
7343,4/25/2016,MISC,3244,NEON SPECIALTIES,14.85,9.9,4.95,33.33,,DEFAULT,NEON SPECIALTIES,DES MOINES,IA
7346,6/12/2016,MISC,3546,SUE KOENIGSFELD,251.54,176.87,74.67,29.69,,DEFAULT,SUE KOENIGSFELD,DES MOINES,IA
