"06 NOV 2025","16:26:18","","","GROSS MARGIN BY SALESPERSON",
"","","","","PERIOD: 11/01/18 through 10/31/19",

"Invoice No","Inv Date","Prod Code","Cust No","Customer Name","Gross Sales","Total Cost","Gross Margin","GM %","Extra Charge","Salesperson #1","Comm Rate #1","Salesperson #2","Comm Rate #2","Salesperson #3","Comm Rate #3","Location No","Location Name","City","State",
"9355","10/23/19","INSTL","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","1220.64","394.71","825.93","67.66","","ADAM","0.030","","","","","31","WELLS FARGO - SIGNTECH","DES MOINES","IA",
"9355","10/23/19","INSTL","4018","SIGNTECH ELECTRICAL ADVERTISING  INC.","341.66","445.81","-104.15","-30.48","","ADAM","0.030","","","","","31","WELLS FARGO - SIGNTECH","DES MOINES","IA",
"","","INSTL","","Product Totals","5886.85","3564.62","2322.23","39.45","0.00","ADAM",

"9009","01/23/19","MISC","4095","JOHN BOYT INDUSTRIAL SEWING","658.16","316.69","341.47","51.88","","ADAM","0.030","","","","","DEFAULT","JOHN BOYT INDUSTRIAL SEWING","URBANDALE","IA",
"9208","05/31/19","MISC","5358","ALTOONA CHRISTIAN CHURCH","690.22","432.54","257.68","37.33","","ADAM","0.030","","","","","DEFAULT","ALTOONA CHRISTIAN CHURCH","ALTOONA","IA",
"9351","10/11/19","MISC","4095","JOHN BOYT INDUSTRIAL SEWING","646.01","310.84","335.17","51.88","","ADAM","0.030","","","","","DEFAULT","JOHN BOYT INDUSTRIAL SEWING","URBANDALE","IA",
"","","MISC","","Product Totals","1994.39","1060.07","934.32","46.85","0.00","ADAM",

"","","","","Salesperson ADAM Totals","10578.42","6143.61","4434.81","41.92","0.00","ADAM",

"9128","04/16/19","ALUM","2906","AMERICAN MARKING","81.30","45.07","36.23","44.56","","HOUSE","","","","","","DEFAULT","AMERICAN MARKING","DES MOINES","IA",
"","","ALUM","","Product Totals","81.30","45.07","36.23","44.56","0.00","HOUSE",

"8934","11/28/18","BLDG","77950","NAGLE SIGNS  INC.","1241.43","845.90","395.53","31.86","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"","","BLDG","","Product Totals","1241.43","845.90","395.53","31.86","0.00","HOUSE",

"9364","08/26/19","GRAVEH","77950","NAGLE SIGNS  INC.","360.00","353.40","6.60","1.83","","HOUSE","","","","","","112","KUM & GO - NAGLE SIGNS","GRIMES","IA",
"","","GRAVEH","","Product Totals","360.00","353.40","6.60","1.83","0.00","HOUSE",

"8921","11/22/18","INSTL","77950","NAGLE SIGNS  INC.","225.00","234.18","-9.18","-4.08","","HOUSE","","","","","","144","BURGER KING","DES MOINES","IA",
"8979","01/15/19","INSTL","77950","NAGLE SIGNS  INC.","0.00","0.00","0.00","","","HOUSE","","","","","","18","TASTY TACO","DES MOINES","IA",
"8980","01/15/19","INSTL","77950","NAGLE SIGNS  INC.","0.00","0.00","0.00","","","HOUSE","","","","","","33","TASTY TACO","DES MOINES","IA",
"","","INSTL","","Product Totals","225.00","234.18","-9.18","-4.08","0.00","HOUSE",

"8908","11/05/18","MISC","77950","NAGLE SIGNS  INC.","256.30","182.88","73.42","28.65","","HOUSE","","","","","","133","KUM & GO - NAGLE SIGNS","WEST DES MOINES","IA",
"8914","11/28/18","MISC","77950","NAGLE SIGNS  INC.","97.34","41.50","55.84","57.37","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"8929","12/17/18","MISC","77950","NAGLE SIGNS  INC.","509.73","371.23","138.50","27.17","","HOUSE","","","","","","194","LUSH FAMILY DENTISTRY","WAUKEE","IA",
"8933","11/28/18","MISC","77950","NAGLE SIGNS  INC.","1647.36","1103.69","543.67","33.00","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"8956","12/31/18","MISC","77950","NAGLE SIGNS  INC.","212.50","176.37","36.13","17.00","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"8956-2","03/18/19","MISC","77950","NAGLE SIGNS  INC.","650.68","477.79","172.89","26.57","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"8957","12/31/18","MISC","77950","NAGLE SIGNS  INC.","950.48","652.33","298.15","31.37","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"8957","12/31/18","MISC","77950","NAGLE SIGNS  INC.","338.64","229.69","108.95","32.17","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"8957","12/31/18","MISC","77950","NAGLE SIGNS  INC.","547.77","339.80","207.97","37.97","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"8957-2","01/31/19","MISC","77950","NAGLE SIGNS  INC.","1447.41","980.74","466.67","32.24","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"8957-2","01/31/19","MISC","77950","NAGLE SIGNS  INC.","1446.77","980.18","466.59","32.25","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"8964","12/31/18","MISC","77950","NAGLE SIGNS  INC.","3456.09","2060.27","1395.82","40.39","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"8971","12/21/18","MISC","77950","NAGLE SIGNS  INC.","552.50","429.62","122.88","22.24","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"8979","01/15/19","MISC","77950","NAGLE SIGNS  INC.","0.00","0.00","0.00","","","HOUSE","","","","","","18","TASTY TACO","DES MOINES","IA",
"8980","01/15/19","MISC","77950","NAGLE SIGNS  INC.","0.00","0.00","0.00","","","HOUSE","","","","","","33","TASTY TACO","DES MOINES","IA",
"9012","02/12/19","MISC","77950","NAGLE SIGNS  INC.","2245.04","1180.52","1064.52","47.42","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"9014","02/13/19","MISC","77950","NAGLE SIGNS  INC.","2213.35","1642.75","570.60","25.78","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"9067","04/30/19","MISC","77950","NAGLE SIGNS  INC.","37.50","26.79","10.71","28.56","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"9067-2","05/31/19","MISC","77950","NAGLE SIGNS  INC.","12.50","0.00","12.50","100.00","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"9068","03/31/19","MISC","77950","NAGLE SIGNS  INC.","165.08","111.20","53.88","32.64","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"9073","03/03/19","MISC","77950","NAGLE SIGNS  INC.","10.20","6.80","3.40","33.33","10.50","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"9084","06/19/19","MISC","77950","NAGLE SIGNS  INC.","100.00","127.27","-27.27","-27.27","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"9122","04/30/19","MISC","77950","NAGLE SIGNS  INC.","37.50","28.95","8.55","22.80","","HOUSE","","","","","","201","ORPHEUM THEATER- NAGLE SIGNS","MARSHALLTOWN","IA",
"9129","04/08/19","MISC","5462","SHULER ELEMENTARY","0.00","182.61","-182.61","","","HOUSE","","","","","","DEFAULT","SHULER ELEMENTARY","CLIVE","IA",
"9170","05/01/19","MISC","18600","CAT SCALE","216.64","91.02","125.62","57.99","","HOUSE","","","","","","690","CAT #2123","HILLSBORO","TX",
"9222","06/30/19","MISC","77950","NAGLE SIGNS  INC.","1250.56","962.74","287.82","23.02","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"9231","06/10/19","MISC","4547","DANA GREFE","106.24","61.52","44.72","42.09","","HOUSE","","","","","","DEFAULT","DANA GREFE","WOODWARD","IA",
"9263","08/06/19","MISC","5087","COLFAX-MINGO BOOSTER CLUB","0.00","23.27","-23.27","","","HOUSE","","","","","","DEFAULT","COLFAX-MINGO BOOSTER CLUB","COLFAX","IA",
"9278","08/08/19","MISC","38050","EAGLE SIGN CO.","0.00","130.29","-130.29","","","HOUSE","","","","","","DEFAULT","EAGLE SIGN CO.","DES MOINES","IA",
"9293","07/16/19","MISC","2906","AMERICAN MARKING","284.29","151.68","132.61","46.65","","HOUSE","","","","","","DEFAULT","AMERICAN MARKING","DES MOINES","IA",
"9317","07/31/19","MISC","77950","NAGLE SIGNS  INC.","54.43","46.77","7.66","14.07","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"9323","08/06/19","MISC","4779","EAGLE SIGN CO.","0.00","89.96","-89.96","","","HOUSE","","","","","","DEFAULT","EAGLE SIGN CO.","GRIMES","IA",
"9341","08/09/19","MISC","2906","AMERICAN MARKING","70.97","33.64","37.33","52.60","","HOUSE","","","","","","DEFAULT","AMERICAN MARKING","DES MOINES","IA",
"9360","08/20/19","MISC","77950","NAGLE SIGNS  INC.","132.60","88.40","44.20","33.33","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"9360","08/20/19","MISC","77950","NAGLE SIGNS  INC.","95.64","63.76","31.88","33.33","","HOUSE","","","","","","DEFAULT","NAGLE SIGNS, INC.","Waterloo","IA",
"9385","10/01/19","MISC","2209","HUBBELL REALTY","297.74","206.48","91.26","30.65","","HOUSE","","","","","","2","SOMERSET APARTMENTS","DES MOINES","IA",
"9408","10/14/19","MISC","77950","NAGLE SIGNS  INC.","1025.00","791.30","233.70","22.80","","HOUSE","","","","","","165","CITY LAUNDRY - NAGLE SIGNS","OELWEIN","IA",
"","","MISC","","Product Totals","20468.85","14073.81","6395.04","31.24","10.50","HOUSE",

"8857","06/12/19","PRMT","77950","NAGLE SIGNS  INC.","75.00","60.80","14.20","18.93","80.00","HOUSE","","","","","","191","SOLAR TRANSPORTS - NAGLE SIGNS, INC.","DES MOINES","IA",
"8929","12/17/18","PRMT","77950","NAGLE SIGNS  INC.","0.00","39.08","-39.08","","70.00","HOUSE","","","","","","194","LUSH FAMILY DENTISTRY","WAUKEE","IA",
"8968","12/17/18","PRMT","77950","NAGLE SIGNS  INC.","0.00","0.00","0.00","","190.00","HOUSE","","","","","","195","PRAIRIE BUSINESS PARK - NAGLE","GRIMES","IA",
"8979","01/15/19","PRMT","77950","NAGLE SIGNS  INC.","25.00","19.55","5.45","21.80","35.00","HOUSE","","","","","","18","TASTY TACO","DES MOINES","IA",
"8980","01/15/19","PRMT","77950","NAGLE SIGNS  INC.","25.00","19.55","5.45","21.80","35.00","HOUSE","","","","","","33","TASTY TACO","DES MOINES","IA",
"9287","07/12/19","PRMT","77950","NAGLE SIGNS  INC.","50.00","40.53","9.47","18.94","80.00","HOUSE","","","","","","33","TASTY TACO","DES MOINES","IA",
"9370","08/28/19","PRMT","77950","NAGLE SIGNS  INC.","50.00","40.53","9.47","18.94","75.00","HOUSE","","","","","","206","TOBACCO OUTLET -PLUS","URBANDALE","IA",
"9396","09/13/19","PRMT","77950","NAGLE SIGNS  INC.","75.00","60.80","14.20","18.93","124.56","HOUSE","","","","","","209","FARMERS STATE BANK- NAGLE SIGNS","WEST DES MOINES","IA",
"9430","10/03/19","PRMT","77950","NAGLE SIGNS  INC.","50.00","40.53","9.47","18.94","75.00","HOUSE","","","","","","170","AQUA LIVING STORE- NAGLE SIGNS","URBANDALE","IA",
"","","PRMT","","Product Totals","350.00","321.37","28.63","8.18","764.56","HOUSE",

"8966","01/04/19","PYLON","117750","UNITED PARCEL SERVICE","1703.32","795.18","908.14","53.32","","HOUSE","","","","","","DEFAULT","UNITED PARCEL SERVICE","Atlanta","GA",
"","","PYLON","","Product Totals","1703.32","795.18","908.14","53.32","0.00","HOUSE",

"9369","09/25/19","REPFCE","3287","LAKESIDE CASINO","1217.43","564.43","653.00","53.64","","HOUSE","","","","","","DEFAULT","LAKESIDE CASINO","OSCEOLA","IA",
"","","REPFCE","","Product Totals","1217.43","564.43","653.00","53.64","0.00","HOUSE",

"SC5531","11/14/18","SRVCE","77950","NAGLE SIGNS  INC.","192.42","139.90","52.52","27.29","3.00","HOUSE","","","","","","174","TACO JOHN´S - NAGLE SIGNS","GRIMES","IA",
"SC5550","11/01/18","SRVCE","77950","NAGLE SIGNS  INC.","108.00","86.35","21.65","20.05","","HOUSE","","","","","","158","TACO JOHN´S","WAUKEE","IA",
"SC5579","11/26/18","SRVCE","77950","NAGLE SIGNS  INC.","60.00","41.47","18.53","30.88","","HOUSE","","","","","","127","KUM & GO # 129","JOHNSTON","IA",
"SC5581","11/29/18","SRVCE","77950","NAGLE SIGNS  INC.","90.00","62.21","27.79","30.88","","HOUSE","","","","","","149","FLOWERAMA-NAGLE SIGNS","DES MOINES","IA",
"SC5582","11/29/18","SRVCE","5411","GROOMERS","372.76","206.95","165.81","44.48","4.00","HOUSE","","","","","","DEFAULT","GROOMERS","CLIVE","IA",
"SC5585","12/05/18","SRVCE","77950","NAGLE SIGNS  INC.","135.00","93.32","41.68","30.87","","HOUSE","","","","","","114","KUM & GO - NAGLE SIGNS","CLIVE","IA",
"SC5586","12/03/18","SRVCE","5413","FOOT RELAXATION","392.55","220.36","172.19","43.86","4.00","HOUSE","","","","","","DEFAULT","FOOT RELAXATION","CLIVE","IA",
"SC5588","12/07/18","SRVCE","3396","IOWA EVENTS CENTER","85.00","31.12","53.88","63.39","","HOUSE","","","","","","DEFAULT","IOWA EVENTS CENTER","DES MOINES","IA",
"SC5613","12/17/18","SRVCE","5005","DINO'S STORAGE","527.55","254.46","273.09","51.77","10.00","HOUSE","","","","","","3","DINO´S STORAGE","DES MOINES","IA",
"SC5620","12/17/18","SRVCE","77950","NAGLE SIGNS  INC.","90.00","62.21","27.79","30.88","","HOUSE","","","","","","92","KUM & GO","DES MOINES","IA",
"SC5623","01/15/19","SRVCE","77950","NAGLE SIGNS  INC.","75.00","51.20","23.80","31.73","","HOUSE","","","","","","35","KUM & GO #510","STUART","IA",
"SC5630","01/14/19","SRVCE","77950","NAGLE SIGNS  INC.","198.96","206.27","-7.31","-3.67","","HOUSE","","","","","","196","DOLLAR GENERAL - NAGLE SIGNS","DES MOINES","IA",
"SC5631","03/19/19","SRVCE","77950","NAGLE SIGNS  INC.","655.00","524.82","130.18","19.87","","HOUSE","","","","","","126","IOWA METHODIST MEDICAL CENTER - NAGLE SIGNS","DES MOINES","IA",
"SC5632","12/31/18","SRVCE","77950","NAGLE SIGNS  INC.","75.00","51.85","23.15","30.87","","HOUSE","","","","","","11","KUM N GO","DES MOINES","IA",
"SC5633","01/19/19","SRVCE","77950","NAGLE SIGNS  INC.","621.70","488.72","132.98","21.39","7.00","HOUSE","","","","","","197","HARDEE´S - NAGLE SIGNS","WINTERSET","IA",
"SC5634","01/14/19","SRVCE","3498","BRUCE KALISEK","100.00","50.00","50.00","50.00","","HOUSE","","","","","","DEFAULT","BRUCE KALISEK","URBANDALE","IA",
"SC5635","01/19/19","SRVCE","77950","NAGLE SIGNS  INC.","1323.99","1020.28","303.71","22.94","38.00","HOUSE","","","","","","80","HARDEE´S - NAGLE","CRESTON","IA",
"SC5638","12/31/18","SRVCE","77950","NAGLE SIGNS  INC.","105.00","90.09","14.91","14.20","","HOUSE","","","","","","198","CIRCLE K STORE - NAGLE SIGNS","PERRY","IA",
"SC5639","01/04/19","SRVCE","77950","NAGLE SIGNS  INC.","150.00","128.70","21.30","14.20","","HOUSE","","","","","","114","KUM & GO - NAGLE SIGNS","CLIVE","IA",
"SC5658","03/03/19","SRVCE","77950","NAGLE SIGNS  INC.","870.00","673.91","196.09","22.54","","HOUSE","","","","","","11","KUM N GO","DES MOINES","IA",
"SC5664","01/31/19","SRVCE","77950","NAGLE SIGNS  INC.","75.22","64.48","10.74","14.28","","HOUSE","","","","","","92","KUM & GO","DES MOINES","IA",
"SC5677","03/20/19","SRVCE","4353","WHALEY MARKETING","115.00","60.38","54.62","47.50","","HOUSE","","","","","","DEFAULT","WHALEY MARKETING","JOHNSTON","IA",
"SC5682","07/19/19","SRVCE","5429","3 SON'S CAR WASH","0.00","0.00","0.00","","","HOUSE","","","","","","DEFAULT","3 SON´S CAR WASH","JOHNSTON","IA",
"SC5695","03/03/19","SRVCE","77950","NAGLE SIGNS  INC.","120.00","92.95","27.05","22.54","","HOUSE","","","","","","92","KUM & GO","DES MOINES","IA",
"SC5710","03/11/19","SRVCE","77950","NAGLE SIGNS  INC.","120.00","82.94","37.06","30.88","","HOUSE","","","","","","92","KUM & GO","DES MOINES","IA",
"SC5717","03/16/19","SRVCE","77950","NAGLE SIGNS  INC.","60.00","30.68","29.32","48.87","","HOUSE","","","","","","65","KUM & GO","ADEL","IA",
"SC5721","04/04/19","SRVCE","4333","HOUSE OF GLASS","699.88","389.72","310.16","44.32","10.00","HOUSE","","","","","","DEFAULT","HOUSE OF GLASS NEW LOCATION","DES MOINES","IA",
"SC5723","03/21/19","SRVCE","77950","NAGLE SIGNS  INC.","195.00","167.31","27.69","14.20","","HOUSE","","","","","","199","WELLS FARGO - NAGLE SIGNS","DES MOINES,","IA",
"SC5725","03/19/19","SRVCE","77950","NAGLE SIGNS  INC.","201.59","171.70","29.89","14.83","","HOUSE","","","","","","200","DOLLAR GENERAL -NAGLE SIGNS","MONROE","IA",
"SC5726","03/22/19","SRVCE","77950","NAGLE SIGNS  INC.","180.00","154.44","25.56","14.20","","HOUSE","","","","","","180","TEXAS ROADHOUSE - NAGLE SIGNS","AMES","IA",
"SC5729","04/03/19","SRVCE","77950","NAGLE SIGNS  INC.","405.00","318.79","86.21","21.29","","HOUSE","","","","","","55","MILLS FLEET FARM","ANKENY","IA",
"SC5730","03/29/19","SRVCE","77950","NAGLE SIGNS  INC.","210.00","172.69","37.31","17.77","","HOUSE","","","","","","41","KUM & GO","DES MOINES","IA",
"SC5731","04/07/19","SRVCE","3807","SHOTGUN BETTY'S COUNTRY ROCK BAR","75.00","77.22","-2.22","-2.96","","HOUSE","","","","","","DEFAULT","SHOTGUN BETTY´S COUNTRY ROCK BAR","WEST DES MOINES","IA",
"SC5732","04/08/19","SRVCE","77950","NAGLE SIGNS  INC.","285.00","244.53","40.47","14.20","","HOUSE","","","","","","122","KUM & GO- NAGLE SIGNS","DES MOINES","IA",
"SC5736","04/05/19","SRVCE","4060","IMAGE ONE INDUSTRIES  INC","675.75","414.17","261.58","38.71","6.00","HOUSE","","","","","","7","MOTEL 6 - IMAGE ONE","WEST DES MOINES","IA",
"SC5738","04/04/19","SRVCE","77950","NAGLE SIGNS  INC.","60.00","51.48","8.52","14.20","","HOUSE","","","","","","202","KUM & GO - NAGLE SIGNS","AMES","IA",
"SC5740","04/09/19","SRVCE","77950","NAGLE SIGNS  INC.","150.00","128.70","21.30","14.20","","HOUSE","","","","","","202","KUM & GO - NAGLE SIGNS","AMES","IA",
"SC5749","04/18/19","SRVCE","77950","NAGLE SIGNS  INC.","420.00","381.66","38.34","9.13","","HOUSE","","","","","","55","MILLS FLEET FARM","ANKENY","IA",
"SC5764","04/25/19","SRVCE","77950","NAGLE SIGNS  INC.","105.00","90.09","14.91","14.20","","HOUSE","","","","","","55","MILLS FLEET FARM","ANKENY","IA",
"SC5787","05/31/19","SRVCE","77950","NAGLE SIGNS  INC.","120.00","85.88","34.12","28.43","","HOUSE","","","","","","180","TEXAS ROADHOUSE - NAGLE SIGNS","AMES","IA",
"SC5788","06/03/19","SRVCE","77950","NAGLE SIGNS  INC.","180.00","160.88","19.12","10.62","","HOUSE","","","","","","203","TACO JOHN´S - NAGLE SIGNS","DES MOINES","IA",
"SC5800","08/03/19","SRVCE","77950","NAGLE SIGNS  INC.","315.00","228.99","86.01","27.30","","HOUSE","","","","","","155","KUM & GO - NAGLE SIGNS","ANKENY","IA",
"SC5816","07/16/19","SRVCE","77950","NAGLE SIGNS  INC.","375.00","282.66","92.34","24.62","","HOUSE","","","","","","91","KUM & GO # 165","ANKENY","IA",
"SC5817","08/13/19","SRVCE","77950","NAGLE SIGNS  INC.","150.00","109.05","40.95","27.30","","HOUSE","","","","","","189","TACO JOHN´S - NAGLE SIGNS","DES MOINES","IA",
"SC5818","07/10/19","SRVCE","77950","NAGLE SIGNS  INC.","126.00","104.45","21.55","17.10","","HOUSE","","","","","","203","TACO JOHN´S - NAGLE SIGNS","DES MOINES","IA",
"SC5819","07/18/19","SRVCE","77950","NAGLE SIGNS  INC.","912.82","770.97","141.85","15.54","","HOUSE","","","","","","55","MILLS FLEET FARM","ANKENY","IA",
"SC5821","07/18/19","SRVCE","77950","NAGLE SIGNS  INC.","135.00","120.66","14.34","10.62","","HOUSE","","","","","","55","MILLS FLEET FARM","ANKENY","IA",
"SC5826","07/20/19","SRVCE","77950","NAGLE SIGNS  INC.","255.00","195.40","59.60","23.37","","HOUSE","","","","","","122","KUM & GO- NAGLE SIGNS","DES MOINES","IA",
"SC5829","10/18/19","SRVCE","77950","NAGLE SIGNS  INC.","786.00","628.02","157.98","20.10","","HOUSE","","","","","","172","HARDEES- NAGLE SIGNS","ANKENY","IA",
"SC5833","09/26/19","SRVCE","77950","NAGLE SIGNS  INC.","536.30","399.83","136.47","25.45","17.00","HOUSE","","","","","","204","HARDEE´S NAGLE SIGNS","DES MOINES","IA",
"SC5834","08/03/19","SRVCE","77950","NAGLE SIGNS  INC.","458.87","328.03","130.84","28.51","4.00","HOUSE","","","","","","107","HARDEE´S - NAGLE","KNOXVILLE","IA",
"SC5835","07/31/19","SRVCE","77950","NAGLE SIGNS  INC.","330.00","239.65","90.35","27.38","","HOUSE","","","","","","205","HARDEE´S - NAGLE SIGNS","DES MOINES","IA",
"SC5846","08/06/19","SRVCE","77950","NAGLE SIGNS  INC.","105.00","76.33","28.67","27.30","","HOUSE","","","","","","134","KUM & GO - NAGLE SIGNS","WEST DES MOINES","IA",
"SC5850","08/28/19","SRVCE","4502","ALAN BOWMAN","175.00","103.63","71.37","40.78","","HOUSE","","","","","","DEFAULT","ALAN BOWMAN","DES MOINES","IA",
"SC5858","08/15/19","SRVCE","77950","NAGLE SIGNS  INC.","0.00","0.00","0.00","","","HOUSE","","","","","","192","IPERS - NAGLE SIGNS, INC.","DES MOINES","IA",
"SC5862","08/27/19","SRVCE","77950","NAGLE SIGNS  INC.","60.00","53.66","6.34","10.57","","HOUSE","","","","","","53","KUM & GO #518","ANKENY","IA",
"SC5863","08/27/19","SRVCE","2298","KRUCK PLUMBING & HEATING CO.  INC.","0.00","0.00","0.00","","","HOUSE","","","","","","DEFAULT","KRUCK PLUMBING & HEATING CO., INC.","BOONE","IA",
"SC5878","10/09/19","SRVCE","77950","NAGLE SIGNS  INC.","240.00","214.50","25.50","10.63","","HOUSE","","","","","","26","KUM & GO","DES MOINES","IA",
"SC5882","09/19/19","SRVCE","77950","NAGLE SIGNS  INC.","585.00","471.80","113.20","19.35","","HOUSE","","","","","","55","MILLS FLEET FARM","ANKENY","IA",
"SC5883","09/11/19","SRVCE","77950","NAGLE SIGNS  INC.","120.00","107.25","12.75","10.63","","HOUSE","","","","","","53","KUM & GO #518","ANKENY","IA",
"SC5884","09/11/19","SRVCE","77950","NAGLE SIGNS  INC.","60.00","53.63","6.37","10.62","","HOUSE","","","","","","207","GREATER DES MOINES HABITAT FOR HUMANITY - NAGLE SIGNS","DES MOINES","IA",
"SC5888","09/12/19","SRVCE","77950","NAGLE SIGNS  INC.","90.00","80.45","9.55","10.61","","HOUSE","","","","","","208","CABIN COFFEE- NAGLE SIGNS","AMES","IA",
