Part Number,Short Description,Inventory Type,Inventory UOM,Purchase UOM,Qty On Hand,Unit Cost,List Price,Accounting Cost,User 1 Cost,User 2 Cost,Last Actual Cost,Average Cost
303-0730,101D 8 QUICK CONNECT,ELECT,EA,EA,0,1.49,2.61,1.49,1.49,0,0,0
303-0740,2 QUICK CONNECT W/LCKNUT,ELECT,EA,EA,0,0.93,1.64,0.93,0.93,0,0,0
303-0750,6 QUICK CONNECT W/LCKNUT,ELECT,EA,EA,0,1.3,2.32,1.3,1.3,0,0,0
303-0760,GREENFIELD QUICK CONNECTOR,ELECT,EA,EA,0,0.75,1.31,0.75,0.75,0,0,0
303-0770,"2"" GREENFIELD QUICK CONNECT",ELECT,EA,EA,0,0.5288,0.93,0.5288,0.5288,0,0,0
303-0780,"3/8"" ROMEX CONNECTOR (SQUEEZE)",ELECT,EA,EA,0,0.1239,0.25,0.1239,0.1239,0,0.2946,0.0891
303-0790,"3/8"" SPLIT BOLT CONNECTOR",ELECT,EA,EA,0,3.065,5.03,3.065,3.065,0,0,0
303-0800,DV10-250-L DISCONNECT CONN,ELECT,EA,EA,0,0.5653,1,0.5653,0.5653,0,0,0
303-0810,MVU14-187DF 3M SPADE CONNECTOR,ELECT,EA,EA,0,0.2324,0.41,0.2324,0.2324,0,0,0
303-0820,"3/4"" 3-PC CONDUIT COUPLING",ELECT,EA,EA,0,2.004,3.51,2.004,2.004,0,0,0
303-0830,"1/2"" EMT COUPLING",ELECT,EA,EA,0,0.2546,0.48,0.2546,0.2546,0,0,0
303-0840,"3/4"" EMT COUPLING",ELECT,EA,EA,0,0.4324,0.81,0.4324,0.4324,0,0,0
303-0850,"1"" EMT COUPLING",ELECT,EA,EA,0,0.6964,1.22,0.6964,0.6964,0,0,0
303-0860,"1/2"" ERICKSON COUPLING",ELECT,EA,EA,0,1.3284,2.68,1.3284,1.3284,0,0,0
303-0870,"3/4"" ERICKSON COUPLING",ELECT,EA,EA,0,1.8903,3.44,1.8903,1.8903,0,0,0
303-0880,"1"" ERICKSON COUPLING",ELECT,EA,EA,0,3.12,5.46,3.12,3.12,0,0,0
303-0890,"1/2"" RIGID COUPLING",ELECT,EA,EA,0,1.0665,1.53,1.0665,1.0665,0,0.5124,0.272
303-0900,"3/4"" GALVANIZED COUPLING",ELECT,EA,EA,0,0.74,1.2,0.74,0.74,0,0,0
303-0910,"1"" GALVANIZED COUPLING",ELECT,EA,EA,0,1.05,1.92,1.05,1.05,0,0,0
303-0920,"1-1/4"" GALVANIZED COUPLING",ELECT,EA,EA,0,1.4075,2.97,1.4075,1.4075,0,0,0
303-0930,"2"" GALVANIZED COUPLING",ELECT,EA,EA,0,1.96,3.43,1.96,1.96,0,0,0
303-0940,"1/2"" PVC COUPLING",ELECT,EA,EA,0,0.1625,0.28,0.1625,0.1625,0,0,0
303-0950,"3/4"" PVC COUPLING",ELECT,EA,EA,0,0.2004,0.35,0.2004,0.2004,0,0.3,0.3
303-0960,"1"" PVC COUPLING",ELECT,EA,EA,0,0.2833,0.5,0.2833,0.2833,0,0.286,0.2867
303-0970,"1-1/2"" PVC COUPLING",ELECT,EA,EA,0,0.57,1.24,0.57,0.57,0,0,0
303-0980,"1/2"" 90-DEG. EMT ELBOW",ELECT,EA,EA,0,2.5508,4.46,2.5508,2.5508,0,0,0
303-0990,"1"" GALVANIZED 90-DEG. ELBOW",ELECT,EA,EA,0,3.475,6.08,3.475,3.475,0,0,0
303-1000,"1-1/4"" GALVANIZED 90-DEG. ELBOW",ELECT,EA,EA,0,4.738,8.31,4.738,4.738,0,0,0
303-1010,"3/8"" 45-DEG. GREENFIELD CONNECTOR",ELECT,EA,EA,0,1.8521,3.24,1.8521,1.8521,0,0,0
303-1020,"3/8"" 90-DEG. GREENFIELD CONNECTOR",ELECT,EA,EA,0,0.7565,1.32,0.7565,0.7565,0,0,0
303-1030,"1/2"" 90-DEG. GREENFIELD CONNECTOR BRDGPORT 804-DC2",ELECT,EA,BX,140,1.715,3.00125,1.715,1.036,0,1.715,1.5027
303-1040,"1/2"" PULLING ELBOW",ELECT,EA,EA,0,1.8,2.28,1.8,1.8,0,0,0
303-1050,"3/4"" PULLING ELBOW",ELECT,EA,EA,0,2.75,4.81,2.75,2.75,0,0,0
303-1060,"1"" PULLING ELBOW",ELECT,EA,EA,0,1.12,5.96,1.12,1.12,0,0,0
303-1070,"1/2"" PVC 90-DEG. ELBOW",ELECT,EA,EA,0,0.595,1.04,0.595,0.595,0,0,0
303-1080,"3/4"" PVC 90-DEG. ELBOW ",ELECT,EA,EA,0,0.6651,1.2,0.6651,0.6651,0,1.85,1.85
303-1090,"1"" PVC 90-DEG. ELBOW",ELECT,EA,EA,0,0.97,1.7,0.97,0.97,0,4.0553,2.682
303-1100,"1-1/2"" PVC 90-DEG. ELBOW",ELECT,EA,EA,0,1.34,2.61,1.34,1.34,0,0,0
303-1110,"3/8"" 90-DEG. SEALTIGHT ELBOW",ELECT,EA,EA,0,3.44,5.83,3.44,3.44,0,0,0
303-1120,"1/2"" 45-DEG. SEALTIGHT ELBOW",ELECT,EA,EA,0,2.4872,3.63,2.4872,2.4872,0,0,0
303-1130,"1/2"" 90-DEG. SEALTIGHT ELBOW",ELECT,EA,EA,97,3.1752,5.5566,3.1752,2.4724,0,5.282,3.1752
303-1140,"1/2"" HUB",ELECT,EA,EA,0,4.5,7.88,4.5,4.5,0,0,0
303-1150,"3/4"" REMOVABLE HUB",ELECT,EA,EA,0,5.4,9.45,5.4,5.4,0,0,0
303-1160,"1"" HUB",ELECT,EA,EA,0,6.02,10.54,6.02,6.02,0,0,0
303-1170,"1-1/4"" HUB",ELECT,EA,EA,0,5.4,9.45,5.4,5.4,0,0,0
303-1180,"2"" HUB",ELECT,EA,EA,0,11.53,20.18,11.53,11.53,0,0,0
303-1190,"1-1/2"" HUB",ELECT,EA,EA,0,5.75,10.07,5.75,5.75,0,0,0
303-1200,"1/4"" LOCK NUT",ELECT,EA,EA,0,0.0128,0.02,0.0128,0.0128,0,0,0
303-1210,"3/8"" LOCK NUT",ELECT,EA,EA,0,0.15,0.3,0.15,0.15,0,0,0
303-1220,"1/2"" LOCK NUT",ELECT,EA,EA,335,0.29235,0.51161,0.2924,0.092,0,0.2925,0.2725
303-1230,"3/4"" LOCK NUT",ELECT,EA,EA,0,0.1163,0.43,0.1163,0.1163,0,0,0
303-1240,"1"" LOCK NUT",ELECT,EA,EA,349,0.703,1.23025,0.703,0.21,0,0.703,0.6821
303-1250,"1-1/4"" LOCK NUT",ELECT,EA,EA,0,0.185,0.97,0.185,0.185,0,0,0
303-1260,"1-1/2"" LOCK NUT",ELECT,EA,EA,130,1.26245,2.20929,1.2625,0.27,0,1.2611,1.1357
303-1270,"2"" LOCK NUT",ELECT,EA,EA,0,0.265,1.39,0.265,0.265,0,0.7014,0.265
303-1280,"1/2"" CHASE NIPPLE",ELECT,EA,EA,380,0.9215,1.61263,0.9215,0.3839,0,0.9215,0.8301
303-1290,"1/2"" CLOSE NIPPLE",ELECT,EA,EA,0,0.6107,1.47,0.6107,0.6107,0,0,0
303-1300,"1/2"" OFFSET NIPPLE",ELECT,EA,EA,0,0.9,1.58,0.9,0.9,0,0,0
303-1310,"3/4"" CHASE NIPPLE",ELECT,EA,EA,0,0.388,0.69,0.388,0.388,0,0,0
303-1320,"3/4"" CLOSE NIPPLE",ELECT,EA,EA,0,0.7236,1.59,0.7236,0.7236,0,0,0
303-1330,"1"" CHASE NIPPLE",ELECT,EA,EA,95,3.29045,5.75829,3.2905,0.5433,0,3.2905,2.5017
303-1340,"1"" CLOSE NIPPLE",ELECT,EA,EA,0,0.71,1.24,0.71,0.71,0,0,0
303-1350,"1"" OFFSET NIPPLE",ELECT,EA,EA,0,0.83,1.86,0.83,0.83,0,0,0
303-1355,"1 1/2"" CHASE NIPPLE 1106-DC",ELECT,EA,EA,175,9.5386,16.69255,9.5386,0,0,9.0891,8.4352
303-1360,"2"" CLOSE NIPPLE",ELECT,EA,EA,0,1.6,2.07,1.6,1.6,0,2.7286,1.6
303-1370,"1/2"" X 2"" GALVANIZED NIPPLE",ELECT,EA,EA,0,0.4532,0.79,0.4532,0.4532,0,0,0
303-1380,"1/2"" X 1-1/2"" GALVANIZED NIPPLE",ELECT,EA,EA,0,0.32,0.63,0.32,0.32,0,0,0
303-1390,"1/2"" X 3"" GALVANIZED NIPPLE",ELECT,EA,EA,0,0.5556,0.97,0.5556,0.5556,0,0,0
303-1400,"1/2"" X 4"" GALVANIZED NIPPLE",ELECT,EA,EA,0,0.66,1.16,0.66,0.66,0,0,0
303-1410,"3/4"" X 4"" GALVANIZED NIPPLE",ELECT,EA,EA,0,1.28,2.24,1.28,1.28,0,0,0
303-1420,"3/4"" X 6"" GALVANIZED NIPPLE",ELECT,EA,EA,0,1.415,2.49,1.415,1.415,0,0,0
303-1430,"1/2"" X 4-1/2"" PIPE NIPPLE",ELECT,EA,EA,0,0.7883,1.37,0.7883,0.7883,0,0,0
303-1435,Paige Wall Busters,ELECT,EA,EA,272,4.55,10.36,4.55,0,0,4.55,4.8553
303-1440,12 PASS-THRU,ELECT,EA,EA,0,4.1,7.18,4.1,4.1,0,0,0
303-1450,16 ALUMINUM PASS-THRU,ELECT,EA,EA,0,5.2494,9.19,5.2494,5.2494,0,0,0
303-1460,18 PASS-THRU,ELECT,EA,EA,0,4.09,7.16,4.09,4.09,0,0,0
303-1470,24 PASS-THRU,ELECT,EA,EA,0,9.1388,16.47,9.1388,9.1388,0,0,0
303-1480,"1/2"" THREADED PIPE CAP",ELECT,EA,EA,0,0.61,1.07,0.61,0.61,0,0,0
303-1490,"3/4"" THREADED PIPE CAP",ELECT,EA,EA,0,0.83,1.46,0.83,0.83,0,0,0
303-1500,"1-1/2"" BLUNDER PLUG",ELECT,EA,EA,0,0.1783,0.75,0.1783,0.1783,0,0,0
303-1510,"1/2"" BLUNDER PLUG",ELECT,EA,EA,73,0.28293,0.49513,0.2829,0.2059,0,0.3151,0.2794
303-1520,"3/4"" BLUNDER PLUG",ELECT,EA,EA,0,0.1444,0.25,0.1444,0.1444,0,0,0
303-1530,"1"" BLUNDER PLUG",ELECT,EA,EA,0,0.26,0.46,0.26,0.26,0,0,0
303-1540,CPA CONDUIT PLUG ASSEMBLY,ELECT,EA,BX,0,2.5,4.95,2.5,2.5,0,0,0
303-1550,"3/4"" DUMMY PLUG",ELECT,EA,EA,0,0.1444,0.27,0.1444,0.1444,0,0,0
303-1560,"1"" DUMMY PLUG",ELECT,EA,EA,0,0.28,0.49,0.28,0.28,0,0,0
303-1570,FEMALE DROP CORD PLUG IN,ELECT,EA,EA,0,9.416,16.22,9.416,9.416,0,0,0
303-1580,MALE DROP CORD PLUG IN,ELECT,EA,EA,0,5.929,10.38,5.929,5.929,0,0,0
303-1590,"1/2"" PVC TERMINAL ADAPTER",ELECT,EA,EA,0,0.145,0.46,0.145,0.145,0,0,0
303-1600,"3/4"" PVC TERMINAL ADAPTER",ELECT,EA,EA,0,0.3515,0.63,0.3515,0.3515,0,0,0
303-1610,"1"" PVC TERMINAL ADAPTER",ELECT,EA,EA,0,0.4433,0.81,0.4433,0.4433,0,0,0
303-1620,"3/4"" X 1/2"" REDUCER WASHER",ELECT,EA,EA,0,0.0406,0.27,0.0406,0.0406,0,0,0
303-1630,"1"" X 1/2"" REDUCER WASHER",ELECT,EA,EA,0,0.19,0.3325,0.19,0,0,0,0
303-1640,"1"" X 3/4"" REDUCER WASHER",ELECT,EA,EA,0,0.2,0.35,0.2,0.2,0,0,0
303-1650,"1-1/4"" X 1"" REDUCER WASHER",ELECT,EA,EA,0,0.248,0.44,0.248,0.248,0,0,0
303-1660,"2"" X 1/2"" REDUCER WASHER",ELECT,EA,EA,0,0.3276,0.57,0.3276,0.3276,0,0,0
303-1670,"1/2"" WEATHER HEAD",ELECT,EA,EA,0,2.38,4.17,2.38,2.38,0,0,0
303-1680,"3/4"" WEATHER HEAD",ELECT,EA,EA,0,2.09,6.47,2.09,2.09,0,0,0
303-1690,"1"" WEATHER HEAD",ELECT,EA,EA,0,4.34,7.6,4.34,4.34,0,0,0
304-0100,BLACK GOOSENECK REFLECT FIXTURE,ELECT,EA,EA,0,59.99,105,59.99,59.99,0,0,0
304-0110,WHITE GOOSENECK REFLECT FIXTURE,ELECT,EA,EA,0,59.99,105,59.99,59.99,0,0,0
304-0120,SSK-LSI-400W FIX/BLLST SPRKIT,ELECT,EA,EA,0,38.09,447.74,38.09,38.09,0,0,0
304-0130,STN-296HO-120 STRIP FIXTURE,ELECT,EA,EA,0,67.2267,134.45,67.2267,67.2267,0,61.44,67.23
304-0140,JUNO BRONZE TRIM 12W ABZ,ELECT,EA,EA,0,59.07,103.3725,59.07,48.57,0,59.07,59.07
304-0150,JUNO TC1 HOUSING,ELECT,EA,EA,0,26.87,47.0225,26.87,23.33,0,26.87,26.87
305-0100,2202 ON-OFF FLASHER 2 CIRCUIT,ELECT,EA,EA,0,42.9,75.08,42.9,42.9,0,0,0
305-0110,MODEL 3-6101 FLASHER,ELECT,EA,EA,0,24.6,43.05,24.6,24.6,0,0,0
305-0120,30-01 FLASHER,ELECT,EA,EA,0,39.6,69.3,39.6,39.6,0,0,0
305-0130,30-33 FLASHER,ELECT,EA,EA,0,58.2,101.85,58.2,58.2,0,0,0
305-0140,30-A2 FLASHER,ELECT,EA,EA,0,47.45,83.04,47.45,47.45,0,0,0
305-0150,30-S2 FLASHER,ELECT,EA,EA,0,95,166.25,95,0,0,0,0
305-0160,30-S6 FLASHER 6 POINT,ELECT,EA,EA,0,96.5,83.04,96.5,96.5,0,0,0
305-0170,30R-A2 FLASHER,ELECT,EA,EA,0,22.5,39.38,22.5,22.5,0,0,0
305-0180,MODEL 30 TYPE 44 FLASHER,ELECT,EA,EA,0,87.23,158.28,87.23,87.23,0,0,0
305-0190,LUTRON 1500 WATT DIMMING SWTCH,ELECT,EA,EA,0,104.29,182.51,104.29,104.29,0,0,0
306-0100,72 SUPERBLUE LAMP,LAMPS,EA,EA,0,38.175,57,38.175,38.175,0,0,0
306-0110,72 SUPERBLUE LAMP,LAMPS,EA,EA,0,38.175,57,38.175,38.175,0,0,0
306-0115,"40"" Light Bar with power supply",LAMPS,EA,EA,0,94.5,207.9,94.5,94.5,0,180.2,0
306-0120,52/T3.25/XE12V CL/2000HWB,LAMPS,EA,EA,0,0.4,0.88,0.4,0.4,0,0,0
306-0130,T3-1/4 13.5V WEDGEBASE (EDS),LAMPS,EA,EA,0,0.38,1.12,0.38,0.38,0,0,0
306-0140,5W WEDGEBASE BULBS,LAMPS,EA,EA,0,0.3068,0.7,0.3068,0.3068,0,0,0
306-0150,T3 1/4 WEDGEBASE 4W (WHITEWAY),LAMPS,EA,EA,0,0.795,1.75,0.795,0.795,0,0,0
306-0160,100 WATT FROSTED BULBS,LAMPS,EA,EA,0,1.65,3.63,1.65,1.65,0,0.48,1.2406
306-0170,100 WATT 130V IF LAMP,LAMPS,EA,EA,0,0.5925,2,0.5925,0.5925,0,0,0
306-0180,100A/Y-120V GE LAMPS,LAMPS,EA,EA,0,1.05,2.8,1.05,1.05,0,0,0
306-0185,100A19/ TS 220 /240V Clear 29395A,LAMPS,EA,EA,0,2.83,6.226,2.83,0,0,2.83,2.83
306-0190,10S11N 130V LAMP,LAMPS,EA,EA,0,3.33,7.33,3.33,3.33,0,0,0
306-0200,10S11 CLEAR 115-125V,LAMPS,EA,EA,0,1.253,2.76,1.253,1.253,0,0.7589,0.62
306-0210,10S11N INTERMEDIATE FROSTED,LAMPS,EA,EA,0,1.08,2.38,1.08,1.08,0,0,0
306-0220,10S14 CB BLUE 125V 130V,LAMPS,EA,EA,0,1.13,2.49,1.13,1.13,0,0,0
306-0230,10S14 CG GREEN 115-125V,LAMPS,EA,EA,0,1.17,2.58,1.17,1.17,0,0,0
306-0240,10S14 CLEAR BULBS 130V,LAMPS,EA,EA,0,1.15,2.53,1.15,1.15,0,0,0
306-0250,10S14 CR RED 115-125V,LAMPS,EA,EA,0,0.815,1.79,0.815,0.815,0,0,0
306-0260,10S14 IF 120V,LAMPS,EA,EA,0,0.59,1.298,0.59,0,0,0,0
306-0270,10S14 ORANGE 125V,LAMPS,EA,EA,0,1.01,2.222,1.01,0,0,0,0
306-0280,10S14 YELLOW 115-125V,LAMPS,EA,EA,0,1.13,2.49,1.13,1.13,0,0,0
306-0290,11S14 CLEAR BULBS 125V,LAMPS,EA,EA,0,0.62,1.37,0.62,0.62,0,0,0
306-0300,11S14 CLEAR BULBS 130V,LAMPS,EA,EA,0,0.945,1.35,0.945,0.945,0,0,0
306-0310,11S14 BLUE BULBS,LAMPS,EA,EA,0,0.96,2.12,0.96,0.96,0,0,0
306-0320,11S14 GREEN BULBS,LAMPS,EA,EA,0,1.26,2.78,1.26,1.26,0,0,0
306-0330,11S14 INSIDE FROSTED 130V,LAMPS,EA,EA,0,0.57,1.25,0.57,0.57,0,0,0
306-0340,11S14 ORANGE BULBS,LAMPS,EA,EA,0,1.72,3.78,1.72,1.72,0,0,0
306-0350,11S14 WHITE 130V BULBS,LAMPS,EA,EA,0,1.23,2.71,1.23,1.23,0,0,0
306-0360,11S14 YELLOW BULBS,LAMPS,EA,EA,0,0.57,1.25,0.57,0.57,0,0,0
306-0370,150/IF-130V IF PS25 MED LAMP,LAMPS,EA,EA,0,2.97,5.94,2.97,2.97,0,0,0
306-0380,15A15 CL BULBS,LAMPS,EA,EA,0,1.67,3.67,1.67,1.67,0,0,0
306-0390,15A15 FROSTED 130V BULBS,LAMPS,EA,EA,0,0.98,2.2,0.98,0.98,0,0,0
306-0400,15WS14 CLEAR 130V,LAMPS,EA,EA,0,1.01,2.222,1.01,0,0,0,0
306-0410,200A GE 120V A23 MED LAMP,LAMPS,EA,EA,0,1.145,2.52,1.145,1.145,0,0,0
306-0420,200A GE 130V A23 MED LAMP,LAMPS,EA,EA,0,1.405,3.11,1.405,1.405,0,0,0
306-0430,200 IF LIGHT BULBS,LAMPS,EA,EA,0,1.405,3.11,1.405,1.405,0,0,0
306-0440,25A/CB BLUE 115-125V,LAMPS,EA,EA,0,1.14,2.51,1.14,1.14,0,0,0
306-0450,25A/CLEAR 130V,LAMPS,EA,EA,0,1.14,2.508,1.14,0,0,0,0
306-0460,25A/G GREEN 115-125V,LAMPS,EA,EA,0,1.14,2.51,1.14,1.14,0,0,0
306-0470,25 WATT YELLOW LAMP 120V,LAMPS,EA,EA,0,1.31,2.88,1.31,1.31,0,0,0
306-0480,25A19 IF 130V LAMP,LAMPS,EA,EA,0,1.121,2.47,1.121,1.121,0,0,0
306-0490,25A19 IF 130V LAMP,LAMPS,EA,EA,0,0.75,1.65,0.75,0.75,0,0,0
306-0500,25F 15 WHITE/CANDLE,LAMPS,EA,EA,0,0.97,2.14,0.97,0.97,0,0,0
306-0510,26A15CL CLEAR 120V,LAMPS,EA,EA,0,1.68,3.7,1.68,1.68,0,0,0
306-0520,30A15CL CLEAR 130V,LAMPS,EA,EA,0,2.1,4.21,2.1,2.1,0,0,0
306-0530,30A15 INSIDE FROSTED BULB,LAMPS,EA,EA,0,1.02,2.86,1.02,1.02,0,1.32,1.32
306-0540,30R20 INSIDE FROSTED BULB,LAMPS,EA,EA,0,3.4589,7.8,3.4589,3.4589,0,0,0
306-0550,33A19CL CLEAR 130V,LAMPS,EA,EA,0,1.24,2.73,1.24,1.24,0,0,0
306-0560,40A19/35IF 125-130V,LAMPS,EA,EA,0,1.74,3.828,1.74,0,0,0,0
306-0570,40A99XL IF 130V LAMPS,LAMPS,EA,EA,0,1.131,2.49,1.131,1.131,0,0,0
306-0580,40ATS TRAFFIC SIGNAL 125V,LAMPS,EA,EA,0,1.297,2.85,1.297,1.297,0,0,0
306-0590,40A/Y YELLOW BULB,LAMPS,EA,EA,0,1.4535,3.2,1.4535,1.4535,0,0,0
306-0600,45R30 REFLECTOR FLOOD BULBS,LAMPS,EA,EA,0,4.5564,10.02,4.5564,4.5564,0,0,0
306-0610,60A-120V GE LAMP,LAMPS,EA,EA,0,0.6,1.45,0.6,0.6,0,0,0
306-0620,60A21/G-120V GE LAMP,LAMPS,EA,EA,0,1.98,4.36,1.98,1.98,0,0,0
306-0630,60A21/G-120V GE LAMP,LAMPS,EA,EA,0,1.84,4.05,1.84,1.84,0,0,0
306-0640,60A21/R-120V GE LAMP,LAMPS,EA,EA,0,1.84,4.048,1.84,0,0,0,0
306-0650,60A21/Y-120V LAMP,LAMPS,EA,EA,0,4.27,4.48,4.27,4.27,0,0,0
306-0660,60G25 CL 125V BULBS (CASINO),LAMPS,EA,EA,0,2,4.4,2,0,0,0,0
306-0670,60W BUG LIGHT,LAMPS,EA,EA,0,4.27,0,4.27,4.27,0,0,0
306-0680,60 WATT SHATTER PROOF HOLOGEN,LAMPS,EA,EA,0,2.99,6.578,2.99,0,0,0,0
306-0685,Phillips Halogen 229112,LAMPS,EA,EA,0,5.78,12.716,5.78,5.78,0,5.78,5.78
306-0690,65R30 REFLECTOR FLOOD BULBS,LAMPS,EA,EA,0,5.75,12.36,5.75,5.75,0,0,0
306-0700,7-1/2 WATT S11 CLEAR,LAMPS,EA,EA,0,0.5,1.1,0.5,0.5,0,0,0
306-0710,7-1/2 WATT S/11 WHITE,LAMPS,EA,EA,0,0.85,1.87,0.85,0.85,0,0,0
306-0720,7-1/2 WATT S/CG 115-125,LAMPS,EA,EA,0,0.85,1.87,0.85,0.85,0,0,0
306-0730,7-1/2 WATT S/CR 115-125,LAMPS,EA,EA,0,0.85,1.87,0.85,0.85,0,0,0
306-0740,75R30 REFLECTOR FLOOD BULBS,LAMPS,EA,EA,0,3.25,7.15,3.25,3.25,0,0,0
306-0750,75R40 REFLECTOR FLOOD BULBS,LAMPS,EA,EA,0,4.9,10.78,4.9,4.9,0,0,0
306-0755,Chaser bulbs,LAMPS,EA,EA,0,5.1,11.22,5.1,0,0,0,0
306-0760,C250 S50 LAMP,LAMPS,EA,EA,0,12.14,26.708,12.14,0,0,0,0
306-0770,C-7 VARIOUS COLORS 130V LAMPS,LAMPS,EA,EA,0,0.315,0.71,0.315,0.315,0,0,0
306-0780,C-9 AMBER D28 INTERMED LAMPS,LAMPS,EA,EA,0,0.28,0.85,0.28,0.28,0,0,0
306-0790,C-9 BLUE D28 INTERMED LAMPS,LAMPS,EA,EA,0,0.35,0.85,0.35,0.35,0,0,0
306-0800,C-9 CLEAR D28 INTERMED LAMPS,LAMPS,EA,EA,0,0.28,0.77,0.28,0.28,0,0,0
306-0810,C-9 GREEN D28 INTERMED LAMPS,LAMPS,EA,EA,0,0.35,0.77,0.35,0.35,0,0,0
306-0820,C-9 RED D28 RED INTERMED LAMPS,LAMPS,EA,EA,0,0.35,0.77,0.35,0.35,0,0,0
306-0830,D28 CLEAR INTERMED LAMPS,LAMPS,EA,EA,0,0.35,0.77,0.35,0.35,0,0,0
306-0840,F13BX/SPX27 FLUORESCENT LAMP,LAMPS,EA,EA,0,3.21,11.46,3.21,3.21,0,0,0
306-0850,F13BX/SPX41 FLUORESCENT LAMP,LAMPS,EA,EA,0,3.7432,5.5,3.7432,3.7432,0,0,0
306-0860,F13T5/CW 21 PREHT FLUOR LAMP,LAMPS,EA,EA,0,3.87,8.51,3.87,3.87,0,0,0
306-0870,F13TT/35K OSRAM FLUOR LAMP,LAMPS,EA,EA,0,5.56,12.23,5.56,5.56,0,0,0
306-0880,F18T12CW/HO LAMP,LAMPS,EA,EA,5,9.51,15.88,9.51,4.2777,0,9.51,4.27
306-0890,F18T12 D/HO LAMP,LAMPS,EA,EA,0,4.98,15.88,4.98,4.98,0,4.98,1.245
306-0891,F18T12 DSN design lamp,LAMPS,EA,EA,3,8.17,17.97,8.17,8.17,0,0,0
306-0900,F20T12WW LAMP,LAMPS,EA,EA,0,2.59,5.7,2.59,2.59,0,0,0
306-0910,CF23EL/830/MED FLUORESCENT,LAMPS,EA,EA,0,12.825,28.22,12.825,12.825,0,0,0
306-0920,F24T12CW/HO LAMP,LAMPS,EA,EA,41,6.47,13.05,6.47,2.59,0,6.47,3.6747
306-0930,F24T12D/HO LAMP,LAMPS,EA,EA,6,2.4,15.27,2.4,2.4,0,2.67,1.0489
306-0940,F26DBXT4/SPX35 FLOURESCENT,LAMPS,EA,EA,0,10.75,23.65,10.75,10.75,0,0,0
306-0950,F30T12CWHO,LAMPS,EA,EA,40,6.29,15.62,6.29,2.45,0,6.29,1.7981
306-0960,F30T12D/HO LAMPS,LAMPS,EA,EA,0,4.01,18.26,4.01,4.2,0,4.2,4.036
306-0970,F32T8/SP41 FLOURESCENT LAMP,LAMPS,EA,EA,0,2.18,4.56,2.18,2.18,0,0,0
306-0980,F34T12CW LAMP,LAMPS,EA,EA,0,1.217,3.01,1.217,1.217,0,1.22,1.217
306-0990,F36T12CW/HO LAMP,LAMPS,EA,EA,20,2.67,14.81,2.67,2.98,0,9.46,6.3736
306-1000,F36T12D/HO LAMP,LAMPS,EA,EA,0,2.59,15.27,2.59,2.59,0,4.1,3.2368
306-1010,F40/30BX 40 WATT FLUORESCNT,LAMPS,EA,EA,0,14.9283,30.69,14.9283,14.9283,0,0,0
306-1020,F40CW GE RAPID START LAMP,LAMPS,EA,EA,0,1.93,4.1,1.93,1.93,0,0,0
306-1025,F40T12CW/HO LAMP,LAMPS,EA,CS,0,3.1146,6.85212,3.1146,0,0,3.1147,0
306-1030,F40CW/U/6 GE U BENT,LAMPS,EA,EA,0,7.765,16.67,7.765,7.765,0,0,0
306-1040,F40SP30/RS/WM LAMPS,LAMPS,EA,EA,0,4.217,9.29,4.217,4.217,0,4.22,4.2169
306-1050,F40 ARTIC COOL WHITES,LAMPS,EA,EA,0,2.28,4.99,2.28,2.28,0,0,0
306-1060,F42T12CW/HO LAMP,LAMPS,EA,EA,6,2.97,14.56,2.97,2.83,0,2.97,3.2953
306-1070,F42T12D/HO LAMP,LAMPS,EA,EA,41,3.29,16.32,3.29,2.46,0,4.22,2.7321
306-1080,F48T12CW/HO LAMP,LAMPS,EA,EA,37,8.18,17.996,8.18,2.59,0,8.18,3.4525
306-1090,F48T12D/HO LAMPS,LAMPS,EA,EA,18,4.44,12.98,4.44,2.59,0,4.44,2.59
306-1100,F60T12CW/HO LAMP,LAMPS,EA,EA,83,3.02,9.13,3.02,2.83,0,3.02,2.9606
306-1110,F60T12D/HO LAMP,LAMPS,EA,EA,3,3.06,14.04,3.06,2.59,0,3.41,3.0629
306-1120,F64T12CW/HO LAMP,LAMPS,EA,EA,31,3.55,12.36,3.55,3.55,0,3.36,3.5105
306-1130,F64T12D/HO LAMP,LAMPS,EA,CS,53,3,6.6,3,2.61,0,3.59,1.8386
306-1140,F72T12CW/HO LAMP,LAMPS,EA,EA,16,10.17,22.374,10.17,2.89,0,10.17,8.3244
306-1150,F72T12CW/VHO LAMP,LAMPS,EA,CS,0,5.478,21.32,5.478,5.478,0,3.06,5.478
306-1160,F72T12D/HO LAMP,LAMPS,EA,CS,19,5.8,12.98,5.8,2.59,0,5.8,4.8342
306-1170,F72T12DV/HO LAMP,LAMPS,EA,CS,0,17.29,38.04,17.29,17.29,0,0,0
306-1180,F84T12CW/HO LAMP,LAMPS,EA,CS,23,7.59,16.698,7.59,2.61,0,8.74,6.2215
306-1190,F84T12D/HO LAMP,LAMPS,EA,EA,26,5.733,13.46,5.733,2.61,0,5.7333,3.1513
306-1200,F96T12/CW GE LAMP,LAMPS,EA,CS,0,2.4733,7.77,2.4733,2.4733,0,0,0
306-1210,F96T12CW/HO LAMP,LAMPS,EA,EA,12,8.39,12.36,8.39,2.9304,0,9.27,7.0389
306-1220,F96T12CW/VHO LAMP,LAMPS,EA,CS,0,6.2887,24.88,6.2887,6.2887,0,0,0
